address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
9 Lorong 29 Geylang #02-01/02 Singapore 388065,25/02/1986,Not applicable,Not applicable,"Pardesi Khalsa Dharmak Diwan, The",Religious,Registered,S26SS0002K,Not applicable
191 BISHAN STREET 13 #01-415 Singapore 570191,28/01/2000,From 01/12/2016 To 30/11/2018,Live,Parkinson Society Singapore,Health,Registered,S96SS0203J,http://www.parkinson.org.sg
302 Pasir Panjang Road Singapore 118643,15/02/1985,Not applicable,Not applicable,Pasir Panjang Christ Church,Religious,Registered,S64SS0035D,http://www.ppcc.org.sg/portal/
"3 PASIR PANJANG HILL BRETHREN CHAPEL, THE Singapore 118827",08/04/2002,Not applicable,Not applicable,Pasir Panjang Hill Brethren Church,Religious,Registered,T01SS0197K,http://www.pphbc.org
44 TEBAN GARDENS ROAD #01-407 Singapore 600044,16/07/2003,From 01/03/2017 To 31/08/2018,Live,PASIR PANJANG HILL COMMUNITY SERVICES CENTRE,Social and Welfare,Registered,T02SS0222B,http://www.pphcsc.org
85 WISHART ROAD #1-00 PASIR PANJANG TAMIL METHODIST CHURCH Singapore 098727,10/09/1987,Not applicable,Not applicable,PASIR PANJANG TAMIL METHODIST CHURCH,Religious,Registered,S87CC0498A,www.pptmc.org
1 PASIR RIS DRIVE #01-08 PASIR RIS CONSTITUENCY OFFICE Singapore 519457,25/04/2007,From 15/11/2017 To 31/12/2020,Live,PASIR RIS EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2015D,Not applicable
93 PASIR RIS DRIVE 3 Singapore 519498,27/04/1998,From 29/01/2014 To 28/01/2019,Live,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S98CC1310A,Not applicable
50 SERANGOON NORTH AVENUE 4 #07-19 FIRST CENTRE Singapore 555856,12/04/1984,Not applicable,Not applicable,PATH SEEKERS LTD,Religious,Registered,198201835K,http://pathseekers.org
333 ORCHARD RD #3-46 Singapore 238867,28/04/1984,Not applicable,Not applicable,PATRICK HERNON VOCATIONAL FUND,Education,Registered,S84CC0050A,Not applicable
211 ANG MO KIO AVE 3 #01-1446 Singapore 560211,11/10/2002,From 01/12/2017 To 31/08/2020,Live,PAVE,Social and Welfare,Registered,T02SS0100J,http://www.pave.org.sg
207 Hougang Street 21 Singapore 530207,08/04/1991,From 15/11/2017 To 31/12/2020,Live,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S91CC0799J,Not applicable
70 BARKER ROAD #4-2 Singapore 309936,18/01/1988,Not applicable,Not applicable,PAYA LEBAR CHINESE METHODIST CHURCH,Religious,Registered,S88CC0549A,Not applicable
5 BOUNDARY ROAD Singapore 549954,01/11/1987,Not applicable,Not applicable,PAYA LEBAR METHODIST CHURCH,Religious,Registered,S87CC0520L,http://www.plmc.org
137 CECIL STREET #03-01 IPLAZA Singapore 069537,19/12/2002,Not applicable,Not applicable,Peace Community Chapel,Religious,Registered,S99SS0066E,Not applicable
207 HENDERSON ROAD #03-05 HENDERSON INDUSTRIAL PARK Singapore 159550,11/04/1996,Not applicable,Not applicable,Peace Home Fellowship,Religious,Registered,S95SS0055F,Not applicable
162 Punggol Central #01-01 Pearl Care Centre Singapore 820162,07/02/2005,Not applicable,Not applicable,PEARL CARE CENTRE,Social and Welfare,Registered,T04SS0140F,Not applicable
219 JALAN KAYU Singapore 799442,08/07/1991,Not applicable,Not applicable,PEI HWA FOUNDATION LIMITED,Social and Welfare,Registered,199006258C,Not applicable
4 PASIR RIS DRIVE 6 Singapore 519420,04/09/1987,Not applicable,Not applicable,PENTECOST METHODIST CHURCH,Religious,Registered,S87CC0489C,http://www.pmc.org.sg
151 Chin Swee Road #14-04 c/o M/s Neo & Lim Manhattan House Singapore 169876,09/10/1996,Not applicable,Not applicable,Pentecostal Christian Community,Religious,Registered,S95SS0006K,Not applicable
1 TAI GIN ROAD PENTCOSTAL CHURCH OF SINGAPORE Singapore 327872,01/04/1986,Not applicable,Not applicable,"Pentecostal Church of Singapore, The",Religious,Registered,S61SS0098G,Not applicable
20 Lorong Ah Soo Singapore 536698,11/05/1989,Not applicable,Not applicable,"People's Bible Church, The",Religious,Registered,S89SS0017F,http://www.tpbc.org.sg
25 LORONG 22 GEYLANG Singapore 398682,21/02/1986,Not applicable,Not applicable,People's Buddhism Study Society,Religious,Registered,S82SS0056F,http://www.dazhong.sg
21 COLLYER QUAY #16-1 HSBC BUILDING Singapore 049320,02/07/1991,Not applicable,Not applicable,PERCY ALEXANDER BULBROOK CHARITABLE TRUST,Social and Welfare,Registered,S91CC0818H,Not applicable
364 Bukit Batok St 31 #01-259 Singapore 650364,19/10/2001,Not applicable,Not applicable,PERDAUS,Religious,Registered,S64SS0031J,http://www.perdaus.org.sg
1 Eunos Crescent #01-2509 Singapore 400001,30/12/1988,From 01/01/2017 To 31/12/2018,Live,Persatuan Pemudi Islam Singapura (PPIS),Social and Welfare,Registered,S64SS0011K,http://www.ppis.sg
606 Bedok Reservoir Road #01-736 Singapore 470606,02/12/1983,From 01/11/2016 To 30/04/2018,Live,Persatuan Persuratan Pemuda Pemudi Melayu (Malay Youth Literary Association),Social and Welfare,Registered,S48SS0014A,http://www.4pm.org.sg/
448 Changi Road #03-01 Wisma Indah Singapore 419975,30/05/2005,Not applicable,Not applicable,Persatuan Ulama dan Guru-Guru Agama Islam(Singapura)(Islamic Scholars and Religious Teachers Assoc.),Religious,Registered,S57SS0012G,http://www.pergas.org.sg
1 JOO CHIAT ROAD #04-1001 JOO CHIAT COMPLEX Singapore 420001,17/02/1984,From 01/01/2017 To 31/12/2019,Live,PERTAPIS EDUCATION AND WELFARE CENTRE,Social and Welfare,Registered,S71SS0014H,http://www.pertapis.org.sg
21 COLLYER QUAY #16-1 HSBC BUILDING Singapore 049320,14/06/1984,Not applicable,Not applicable,PESI B DAVAR MEMORIAL DONATION FUND,Others,Registered,S84CC0060F,Not applicable
2 2 Kallang Avenue #11-05 CT Hub Singapore 339407,25/08/2000,Not applicable,Not applicable,PETRA CHURCH,Religious,Registered,S98SS0136J,http://www.petra.sg
180 PAYA LEBAR ROAD #10-01 YI GUANG FACTORY BUILDING Singapore 409032,17/08/1995,Not applicable,Not applicable,PHILADELPHIA BIBLE-PRESBYTERIAN CHURCH,Religious,Registered,S92SS0081L,Not applicable
43 Pasir Panjang Road Singapore 118503,28/04/2004,Not applicable,Not applicable,Philippine Bayanihan Society (Singapore),Others,Registered,T01SS0179C,http://www.bayanihancentre.org
151 CHIN SWEE ROAD #14-04 MANHATTAN HOUSE Singapore 169876,16/09/2005,Not applicable,Not applicable,Philos Assembly of God,Religious,Registered,T04SS0155B,Not applicable
15 Simon Lane off Upper Serangoon Road Singapore 546040,24/06/1986,Not applicable,Not applicable,Phoh Kiu Siang T'ng,Religious,Registered,S62SS0029F,Not applicable
106 Pasir Panjang Road Singapore 118534,08/10/1985,Not applicable,Not applicable,Phoh Teck Siang Tng,Religious,Registered,S80SS0032B,Not applicable
203B Henderson Road #07-07 Singapore 159546,19/06/2000,Not applicable,Not applicable,Pilgrim Covenant Church,Religious,Registered,S99SS0118G,http://www.pilgrim-covenant.com
60 JURONG WEST CENTRAL 3 #1-01 #01-01 Singapore 648346,12/12/2002,From 01/04/2013 To 31/03/2018,Live,PIONEER CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T02CC1640B,http://WWW.PA.GOV.SG
330A TANJONG KATONG ROAD Singapore 437106,15/08/1987,Not applicable,Not applicable,PIONEERS INASIA (SINGAPORE) LTD,Religious,Registered,198502289W,www.pioneerinasia.org
61 Kerbau Road Singapore 219185,05/10/1999,Not applicable,Not applicable,Plastique Kinetic Worms,Arts and Heritage,Registered,S99SS0068H,http://www.pkworms.org.sg/
50 ARMENIAN STREET #03-03 WILMER PLACE Singapore 179938,25/05/2012,Not applicable,Not applicable,PLATFORM PROJECTS LTD.,Arts and Heritage,Registered,201136393K,Not applicable
487B Joo Chiat Road Joo Chiat Apartments Singapore 427688,12/03/2004,Not applicable,Not applicable,Players Theatre,Arts and Heritage,Registered,T03SS0123A,Not applicable
273 THOMSON ROAD #02-03 NOVENA GARDENS Singapore 307644,11/08/2014,From 01/12/2017 To 30/11/2018,Live,PLAYEUM LTD.,Arts and Heritage,Registered,201333807K,www.playeum.com
8 KITCHENER LINK #19-15 CITY SQUARE RESIDENCES Singapore 207226,02/01/2018,Not applicable,Not applicable,PM.Haze,Others,Registered,T16SS0125L,pmhaze.org
23 PHOENIX WALK PHOENIX HEIGHTS Singapore 668121,07/05/2015,Not applicable,Not applicable,POETRYWALLS-SINGAPORE LIMITED,Arts and Heritage,Registered,201432999H,Not applicable
95 Tampines Link #01-02 Singapore 528745,06/01/2003,Not applicable,Not applicable,Poh Ann Keng,Religious,Registered,T01SS0042C,Not applicable
201 Lorong 6 Toa Payoh Singapore 319385,04/10/1991,Not applicable,Not applicable,Poh Chung Tian Chor Sian Tong,Religious,Registered,S91SS0028C,Not applicable
9 CHWEE CHIAN ROAD Singapore 117488,26/11/1983,Not applicable,Not applicable,POH ERN SHIH,Religious,Registered,195000117E,http://www.pohernshih.org/
19A Lorong Bachok Singapore 387788,10/09/1997,Not applicable,Not applicable,Poh Leng Jie Kwan Inn Buddhist Association,Religious,Registered,S56SS0007K,Not applicable
438 DUNEARN ROAD Singapore 289613,15/10/1991,Not applicable,Not applicable,POH MING TSE TEMPLE,Religious,Registered,S91CC0841G,http://www.pmt.org.sg
109 Hougang Avenue 5 Singapore 538817,04/03/1992,Not applicable,Not applicable,Poh Teck Siang Tng,Religious,Registered,S84SS0001L,Not applicable
21 Lorong 27 Geylang Singapore 388160,22/03/1995,Not applicable,Not applicable,Poh Tiong Kiong Temple,Religious,Registered,S93SS0030F,Not applicable
7 YAN KIT ROAD Singapore 088262,27/09/2001,Not applicable,Not applicable,POH TOH SEE TEMPLE,Religious,Registered,T01CC1525J,Not applicable
500 Dover Road Singapore Polytechnic Singapore 139651,21/01/1988,Not applicable,Not applicable,"Polytechnic Christian Fellowship, Singapore",Religious,Registered,S64SS0036L,Not applicable
553 Bukit Batok Street 23 Singapore 659521,01/07/1986,Not applicable,Not applicable,Poon Guan Hu Leng Sun Chong Tao Tong,Religious,Registered,S51SS0003A,Not applicable
6 POTONG PASIR AVENUE 2 POTONG PASIR COMMUNITY CLUB Singapore 358361,29/06/2006,From 01/06/2013 To 31/05/2018,Live,POTONG PASIR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T06CC1973J,Not applicable
170 Upper Bukit Timah Road #09-04 Bukit Timah Shopping Centre Singapore 588179,15/01/2003,Not applicable,Not applicable,Potter's Place Community Services Society,Social and Welfare,Registered,T00SS0194F,http://www.pottersplace.org.sg
1 Jalan Sendudok Singapore 769447,31/08/1990,Not applicable,Not applicable,Praise Evangelical Church,Religious,Registered,S88SS0040L,www.pechurch.net
8 LORONG 27A GEYLANG #02-01 Singapore 388106,24/10/2001,Not applicable,Not applicable,Praise Evangelical Free Church,Religious,Registered,S98SS0072K,www.praiseefc.org
10 LORONG 27A GEYLANG #02-02 EMMANUEL HOUSE Singapore 388107,12/02/1994,Not applicable,Not applicable,Precept Ministries (Singapore),Religious,Registered,S93SS0009K,http://www.precept.org.sg
89 Short Street #08-08 Golden Wall Centre Singapore 188216,28/02/1985,From 01/07/2017 To 30/06/2019,Live,Presbyterian Community Services,Social and Welfare,Registered,S75SS0022H,http://www.pcs.org.sg
61 Stamford Road #03-08 Stamford Court Singapore 178892,21/03/2003,From 01/01/2016 To 31/12/2017,Live,PRESERVATION OF MONUMENTS FUND,Arts and Heritage,Registered,T03CC1669C,http://www.nhb.gov.sg/psm
535 CLEMENTI ROAD #35-02-03 NGEE ANN POLYTECHNIC Singapore 599489,25/07/2011,Not applicable,Not applicable,PRINCETON IN ASIA (SINGAPORE) LIMITED,Education,Registered,201101057D,www.princeton.edu
77 PRINSEP STREET Singapore 188649,08/03/1989,Not applicable,Not applicable,PRINSEP STREET PRESBYTERIAN CHURCH,Religious,Registered,T13SS0009A,http://www.pspc.org.sg
160 ROBINSON ROAD #18-07 SPORE BUSINESS FEDERATION CTR Singapore 068914,22/06/2011,Not applicable,Not applicable,PRISON FELLOWSHIP INTERNATIONAL AT SINGAPORE LTD.,Religious,Registered,200506211G,http://www.pfi.org
2 CLUNY ROAD Singapore 259570,03/12/1992,Not applicable,Not applicable,PRISON FELLOWSHIP SINGAPORE LIMITED,Religious,Registered,197400953N,http://www.pfs.org.sg
352 TANGLIN ROAD #02-03 TANGLIN INTERNATIONAL CENTRE Singapore 247671,02/12/2014,Not applicable,Not applicable,PROJECT ORBIS INTERNATIONAL INC. (SINGAPORE) LTD.,Health,Registered,201332607E,www.orbis.org
6 SHENTON WAY #23-08 OUE DOWNTOWN Singapore 068809,03/09/2015,Not applicable,Not applicable,PROJECT SMILE LIMITED,Social and Welfare,Registered,201406530G,www.sgprojectsmile.org
279 Holland Road Singapore 278620,19/09/2002,Not applicable,Not applicable,Promise Works,Others,Registered,T01SS0079A,Not applicable
151 Bukit Batok Street 11 #03-248 Singapore 650151,28/02/2003,From 01/08/2016 To 31/07/2018,Live,Promisedland Community Services,Social and Welfare,Registered,T02SS0212H,www.promisedland.org.sg
151 Bukit Batok Street 11 #04-250 Singapore 650151,11/09/2002,Not applicable,Not applicable,Promisedland Evangelical Centre,Religious,Registered,T02SS0020F,Not applicable
372 JURONG EAST STREET 32 #01-400 JURONG EAST COURT Singapore 600372,06/03/2015,Not applicable,Not applicable,PROVIDENCE CARE LIMITED,Social and Welfare,Registered,200710144K,Not applicable
3 ORCHARD ROAD ORCHARD ROAD PRESBYTERIAN CHURCH Singapore 238825,05/04/2006,Not applicable,Not applicable,PROVIDENCE PRESBYTERIAN CHURCH LTD.,Religious,Registered,201206026Z,http://www.ppc.org.sg
1D Pine Grove #08-15 Singapore 593001,12/08/1998,Not applicable,Not applicable,Providence Reformed Presbyterian Church,Religious,Registered,S95SS0100C,http://www.providencerpc.org/
10 SINARAN DRIVE #09-22 SQUARE 2 Singapore 307506,21/04/2014,Not applicable,Not applicable,PSALT CARE LIMITED,Social and Welfare,Registered,201401059R,www.PsaltCare.com
39 Lor 12 Geylang Singapore 399012,03/02/2006,Not applicable,Not applicable,Pu Ji Si Buddhist Research Centre,Religious,Registered,T03SS0134B,http://www.pujisi.org.sg
89 SHORT STREET #03-22 GOLDEN WALL CENTRE Singapore 188216,17/01/2000,Not applicable,Not applicable,Pu Men Buddhist Fellowship,Religious,Registered,S97SS0167D,Not applicable
121-C Ponggol Road Singapore 546637,17/10/1985,Not applicable,Not applicable,Pu Ti Buddhist Temple,Religious,Registered,S88SS0023L,Not applicable
64 LOWLAND ROAD Singapore 547456,25/07/1989,Not applicable,Not applicable,PU TI LIAN SHE,Religious,Registered,S81SS0089D,Not applicable
217A Lorong 7 Geylang Road Singapore 389277,03/08/1996,Not applicable,Not applicable,Pu Xian Buddhist Society,Religious,Registered,S93SS0150G,Not applicable
61 Anchorvale Link Singapore 545703,15/07/1991,Not applicable,Not applicable,Puat Jit Buddhist Temple,Religious,Registered,S87SS0082G,http://puatjit.org.sg
10 Lorong 9 Geylang Singapore 388758,09/03/1993,From 01/07/2017 To 30/06/2018,Live,Public Free Clinic Society,Health,Registered,S95SS0069F,http://www.publiclinictcm.com.sg
41 Pulau Ubin Singapore 508291,14/12/2002,Not applicable,Not applicable,Pulau Ubin Fo Shan Teng Da Bo Gong Temple,Religious,Registered,S94SS0153L,Not applicable
602 Punggol Central #01-02 Singapore 820602,07/03/2012,From 26/06/2017 To 31/05/2020,Live,Punggol Coast CCC Community Development and Welfare Fund,Community,Registered,T12CC0002G,Not applicable
193 RIVERVALE DRIVE #01-787 Singapore 540193,25/04/2007,From 28/05/2017 To 31/05/2020,Live,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2010B,Not applicable
80 Punggol Field #01-01 Singapore 828815,24/04/2007,From 01/05/2016 To 30/04/2018,Live,PUNGGOL NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2007B,Not applicable
308A PUNGGOL WALK #01-402 Singapore 821308,12/08/2016,From 01/06/2017 To 31/05/2020,Live,Punggol West CCC Community Development and Welfare Fund,Community,Registered,T16CC0004H,www.facebook.com/PWCDWF
20 Hougang Street 11 Singapore 538748,03/04/1989,Not applicable,Not applicable,Qing Yun Meow,Religious,Registered,S85SS0043F,Not applicable
741 Jurong West Street 42 #01-01 Jurong Temple Singapore 649369,14/04/2008,Not applicable,Not applicable,Qiong Yao Jiao Di Temple,Religious,Registered,T03SS0233H,Not applicable
20 MCCALLUM STREET #15-01 TOKIO MARINE CENTRE Singapore 069046,15/01/2016,From 17/02/2017 To 16/02/2018,Live,QUANTEDGE FOUNDATION (SINGAPORE) LTD.,Others,Registered,201532866G,www.quantedge.org
495 Margaret Drive Singapore 149305,27/08/1987,Not applicable,Not applicable,Queenstown Baptist Church of Singapore,Religious,Registered,S64SS0024C,http://www.qbc.org.sg
365 COMMONWEALTH AVENUE QUEENSTOWN COMMUNITY CTR Singapore 149732,01/07/1989,From 01/04/2015 To 31/03/2018,Live,QUEENSTOWN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S89CC0668L,http://www.pa.gov.sg
400 COMMONWEALTH DRIVE Singapore 149604,08/10/1987,Not applicable,Not applicable,QUEENSTOWN CHINESE METHODIST CHURCH,Religious,Registered,S87CC0515H,http://www.qcmc.org.sg
709 COMMONWEALTH DRIVE QUEENSTOWN LUTHERAN CHURCH Singapore 149601,31/01/1989,Not applicable,Not applicable,QUEENSTOWN LUTHERAN CHURCH,Religious,Registered,S89CC0620A,http://www.qlc.org.sg
150A Mei Chin Road #01-01 and #02-01 Singapore 140150,02/09/2004,Not applicable,Not applicable,Queenstown Multi-Service Centre,Social and Welfare,Registered,T03SS0013E,http://www.qmsc.org.sg
5000E MARINE PARADE RD #03-20 LAGUNA PARK Singapore 449288,03/08/2006,Not applicable,Not applicable,RADHA MADHAV SATSANG,Religious,Registered,T06CC1988E,http://www.radhamadhavsatsang.org/
19 Amber Road Singapore 439868,30/08/1985,Not applicable,Not applicable,"Radha Soami Satsang Beas, Singapore",Religious,Registered,S80SS0021A,Not applicable
1 TELOK BLANGAH CRESCENT RADIN MAS COMMUNITY CLUB Singapore 098915,18/06/1986,From 01/04/2015 To 31/03/2018,Live,RADIN MAS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S86CC0339D,http://www.pa.gov.sg
10 WOODLANDS DRIVE 17 MASJID YUSOF ISHAK Singapore 737740,10/07/2009,From 23/11/2017 To 22/11/2019,Live,RAHMATAN LIL ALAMIN FOUNDATION LTD.,Others,Registered,200910530Z,Not applicable
501 MARGARET DRIVE Singapore 149306,03/12/1992,From 01/01/2018 To 31/12/2020,Live,"RAINBOW CENTRE, SINGAPORE",Social and Welfare,Registered,S92SS0061A,http://www.rainbowcentre.org.sg
179 Bartley Road Singapore 539784,28/01/1995,Not applicable,Not applicable,"Ramakrishna Mission, The",Religious,Registered,S62SS0028K,http://www.ramakrishna.org.sg
179 BARTLEY ROAD Singapore 539784,28/06/1989,From 01/10/2017 To 30/09/2018,Live,"RAMAKRISHNA MISSION-BOYS' HOME, THE",Social and Welfare,Registered,S89CC0666H,http://www.rkmbh.org.sg
43 HINDHEDE WALK #07-08 Singapore 587973,24/08/2015,Not applicable,Not applicable,Rare Disorders Society (Singapore),Health,Registered,T11SS0113L,www.rdss.org.sg
600 NORTH BRIDGE ROAD #05-01 PARKVIEW SQUARE Singapore 188778,11/04/2003,Not applicable,Not applicable,RAVI ZACHARIAS INTERNATIONAL MINISTRIES (ASIA-PACIFIC) LTD.,Religious,Registered,200300390G,http://www.rzim.org
15 HOE CHIANG ROAD #26-02 TOWER FIFTEEN Singapore 089316,30/06/2016,From 07/04/2017 To 06/04/2018,Live,RAW MOVES LTD.,Arts and Heritage,Registered,201101201D,www.rawmoves.net
187 BISHAN STREET 13 #01-475 Singapore 570187,20/09/1999,From 01/10/2015 To 31/10/2018,Live,REACH COMMUNITY SERVICES SOCIETY,Social and Welfare,Registered,S98SS0144L,http://www.reach.org.sg
170 UPPER BUKIT TIMAH ROAD #05-32 BUKIT TIMAH SHOPPING CENTRE Singapore 588179,15/04/1993,From 24/04/2017 To 23/04/2018,Live,Realm of Tranquility,Social and Welfare,Registered,S81SS0064C,http://www.realmoftranquility.com
76 KENG LEE ROAD Singapore 219251,01/04/1993,Not applicable,Not applicable,RED SWASTIKA CHARITY FOUNDATION,Social and Welfare,Registered,199301485E,http://www.ncss.org.sg
140 Casuarina Road Singapore 579528,27/04/1990,Not applicable,Not applicable,Redeemer Baptist Church,Religious,Registered,S90SS0010C,Not applicable
60 EU TONG SEN STREET #03-14 FURAMA CITY CENTRE SINGAPORE Singapore 059804,21/12/2010,Not applicable,Not applicable,REDEMPTION HILL CHURCH,Religious,Registered,T09SS0187A,http://www.rhc.org.sg
89 REDHILL CLOSE #1-448 Singapore 150089,19/04/1996,Not applicable,Not applicable,REDHILL MORAL SENIOR ACTIVITY CENTRE,Social and Welfare,Registered,S96CC1169J,http://www.chkmps.org.sg
77 JURONG EAST STREET 13 #01-03 WESTMERE Singapore 609653,20/10/2008,Not applicable,Not applicable,Reformed Bible Presbyterian Church,Religious,Registered,T07SS0238H,Not applicable
237 ALEXANDRA ROAD #03-11 The Alexcier Singapore 159929,23/10/2012,Not applicable,Not applicable,Reformed Evangelical Church (Singapore),Religious,Registered,T08SS0080L,http://www.rec-singapore.org/
5 JALAN MASJID #01-15 KEMBANGAN COURT Singapore 418924,24/01/1989,Not applicable,Not applicable,Religious & Educational League of Radin Mas (Badan Agama Dan Pelajaran Radin Mas),Religious,Registered,S60SS0007E,www.bapa.org.sg
71 IRRAWADDY ROAD Singapore 329562,08/11/2010,From 16/11/2015 To 15/11/2018,Live,REN CI HOSPITAL,Health,Registered,201018593M,http://www.renci.org.sg
88 St Francis Road Singapore 328070,16/10/1993,Not applicable,Not applicable,Renewal Christian Church,Religious,Registered,S90SS0054G,http://www.renewal.org.sg
9 WOODLANDS AVENUE 9 REPUBLIC POLYTECHNIC Singapore 738964,15/11/2003,From 01/04/2016 To 31/03/2019,Live,Republic Polytechnic Education Fund,Education,Registered,T03CC1740J,http://www.rp.edu.sg/sponsorships.aspx
2 Balestier Road #03-679 Singapore 320002,09/01/2004,From 01/11/2015 To 31/10/2018,Live,Restroom Association (Singapore),Others,Registered,S98SS0167J,http://www.toilet.org.sg
14 Lim Tai See Walk Singapore 267779,27/08/2002,Not applicable,Not applicable,Retinitis Pigmentosa Society (Singapore),Health,Registered,T02SS0033K,http://retina-singapore.org/
21 COLLYER QUAY #16-1 HSBC BUILDING Singapore 049320,19/04/1985,Not applicable,Not applicable,REUBEN MEYER TRUST FUND,Others,Registered,S85CC0169K,Not applicable
19 Moulmein Rise Singapore 308134,03/10/1986,Not applicable,Not applicable,Revival Centre Church,Religious,Registered,S62SS0063F,http://www.revival.org.sg
397 LORONG 2 TOA PAYOH Singapore 319639,30/12/1988,Not applicable,Not applicable,Revival Faith Assembly,Religious,Registered,S84SS0046L,Not applicable
135 PASIR RIS STREET 11 #02-245 Singapore 510135,03/09/1991,Not applicable,Not applicable,REVIVAL FELLOWSHIP (SINGAPORE),Religious,Registered,S89SS0035B,http://singapore.revivalfellowship.org/
114 LAVENDER STREET #13-70 HOCK SENG BUILDING Singapore 338729,05/04/2006,Not applicable,Not applicable,REVIVAL NATION,Religious,Registered,T05SS0159B,http://www.revivalnation.org
114 LAVENDER STREET #13-70 HOCK SENG BUILDING Singapore 338729,05/04/2006,Not applicable,Not applicable,Revival Nation Community Services Association,Social and Welfare,Registered,T03SS0224K,Not applicable
780 Upper Serangoon Road #02-01 Choon Kim House Singapore 534649,06/07/2006,Not applicable,Not applicable,Rhema Bible Training Center (Singapore),Religious,Registered,T03SS0181F,http://www.rhema.org.sg
6 BATTERY ROAD #10-01 Singapore 049909,16/09/2016,Not applicable,Not applicable,RHT RAJAN MENON FOUNDATION LTD.,Others,Registered,201506964K,Not applicable
21 COLLYER QUAY #16-1 HSBC BL Singapore 049320,29/02/1996,Not applicable,Not applicable,RICHARD HUA EDUCATION TRUST FUND,Education,Registered,S96CC1157A,Not applicable
5 Jalan Mashhor RDA Centre Singapore 299174,27/07/1987,From 01/01/2017 To 31/12/2019,Live,Riding for the Disabled Association of Singapore,Social and Welfare,Registered,S82SS0081H,http://www.rdasingapore.org
2 ANG MO KIO STREET 64 #05-01B ECON INDUSTRIAL BUILDING Singapore 569084,07/01/2009,Not applicable,Not applicable,Risen Grace Ministries,Religious,Registered,T04SS0100H,http://www.risengrace.org
12 ARUMUGAM ROAD #06-07 LION BUILDING B Singapore 409958,28/02/2003,Not applicable,Not applicable,RIVER COMMUNITY CHURCH,Religious,Registered,S99SS0155F,Not applicable
19 PONGGOL TWENTY-FOURTH AVENUE Singapore 829490,02/09/2005,Not applicable,Not applicable,River of Life Community Church,Religious,Registered,T02SS0206J,http://www.rolc.org.sg
315 Outram Road #10-02A Tan Boon Liat Building Singapore 169074,27/12/2003,Not applicable,Not applicable,River of Living Waters Church,Religious,Registered,T00SS0169D,Not applicable
6 LOYANG BESAR CLOSE Singapore 509026,04/10/2001,Not applicable,Not applicable,RIVERLIFE CHURCH LTD,Religious,Registered,200100806D,http://www.riverlife.org.sg
6 LOYANG BESAR CLOSE Singapore 509026,01/09/2007,From 01/09/2016 To 28/02/2019,Live,RIVERLIFE COMMUNITY SERVICES LIMITED,Social and Welfare,Registered,200711586W,http://www.rcs.org.sg
215 Henderson Road #04-02 Singapore 159554,17/10/1997,Not applicable,Not applicable,Rivers of Life Church,Religious,Registered,S96SS0177D,riversoflife.org.sg/
1 JALAN ANAK BUKIT #B1-57 BUKIT TIMAH PLAZA Singapore 588996,05/09/1987,Not applicable,Not applicable,RIVERS OF LIFE MINISTRIES LTD.,Religious,Registered,198104338R,Not applicable
137 TELOK AYER STREET #8-1 Singapore 068602,07/04/2004,Not applicable,Not applicable,ROCHORE TUA PEK KONG TEMPLE TRUST (THE 'TRUST'),Religious,Registered,T04CC1772K,Not applicable
115 EUNOS AVENUE 3 #03-04 ZHAOLIM BUILDING Singapore 409839,12/05/2009,Not applicable,Not applicable,ROCK OF AGES CHURCH LTD.,Religious,Registered,200807744W,http://www.rockofages.org.sg
28 Maxwell Road #03-04 Red Dot Traffic Building Singapore 069120,21/02/2013,Not applicable,Not applicable,RollerSports Singapore,Sports,Registered,S99SS0058C,http://www.rollersports.org.sg
5 LOWER KENT RIDGE ROAD #04-00 NATIONAL UNIVERSITY HOSPITAL Singapore 119074,03/11/1999,Not applicable,Not applicable,RONALD MCDONALD HOUSE CHARITIES SINGAPORE,Health,Registered,S98SS0006C,www.rmhc.org.sg
15 CHESTNUT CRESCENT Singapore 679370,27/05/1985,Not applicable,Not applicable,ROSALIND CHELLIAH GOODWILL FUND,Social and Welfare,Registered,S85CC0185C,Not applicable
21 MOUNT ELIZABETH #02-00 YORK HOTEL Singapore 228516,20/11/2009,Not applicable,Not applicable,ROSE MARIE KHOO FOUNDATION,Social and Welfare,Registered,200914844E,Not applicable
171 TRAS STREET #10-179 UNION BUILDING Singapore 079025,21/10/2010,Not applicable,Not applicable,ROTARY CLUB OF SENTOSA CHARITY LIMITED,Social and Welfare,Registered,201004374E,Not applicable
