address,date_of_reg,ipc_period,ipc_status,name,primary_sector,status,uen,website
1 WOODLANDS ST 31 Singapore 738581,25/04/2007,From 28/05/2017 To 31/05/2020,Live,MARSILING CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2016L,Not applicable
10 COLLYER QUAY #10-01 OCEAN FINANCIAL CENTRE Singapore 049315,16/09/2015,From 01/10/2017 To 30/06/2020,Live,MARYMOUNT CENTRE,Social and Welfare,Registered,201402049Z,http://www.marymountctr.org.sg
106 BUKIT BATOK CENTRAL #01-217 Singapore 650106,01/10/2008,From 02/02/2016 To 28/02/2019,Live,MCYC Community Services Society,Social and Welfare,Registered,T08SS0123D,http://www.mcyc.sg
160 LORONG 1 TOA PAYOH #01-1568 TOA PAYOH GREEN Singapore 310160,19/12/2003,From 01/12/2016 To 30/11/2018,Live,MERCY RELIEF LIMITED,Others,Registered,200306035Z,www.mercyrelief.org
70 BARKER ROAD #06-03 Singapore 309936,11/07/1997,From 16/01/2018 To 15/01/2021,Live,METHODIST SCHOOLS' FOUNDATION,Education,Registered,199703727C,http://www.methodist.org.sg
70 Barker Road #05-01 Singapore 309936,15/04/1985,From 01/10/2017 To 30/09/2020,Live,Methodist Welfare Services,Social and Welfare,Registered,S81SS0088H,http://www.mws.sg
60 Stevens Road Singapore 257854,28/09/1984,From 01/10/2017 To 30/09/2020,Live,Metropolitan Young Men's Christian Association Of Singapore,Social and Welfare,Registered,S63SS0006B,http://www.mymca.org.sg
32 SIMEI STREET 1 METTA BUILDING Singapore 529950,09/03/1995,From 02/05/2016 To 31/05/2018,Live,Metta Welfare Association,Social and Welfare,Registered,S94SS0081K,http://www.metta.org.sg
579 SERANGOON ROAD Singapore 218193,03/05/2012,From 01/02/2017 To 31/01/2018,Live,Migrant Workers' Assistance Fund,Social and Welfare,Registered,T12CC0003C,http://www.mwc.org.sg
1 LORONG 2 TOA PAYOH #02-08 YELLOW PAGES BUILDING Singapore 319637,06/07/2004,From 01/01/2017 To 30/06/2019,Live,MILK (Mainly I Love Kids) Fund,Social and Welfare,Registered,T04SS0150L,http://www.milk.org.sg
39C NAMLY PLACE SHAMROCK PARK Singapore 267186,20/11/2012,From 17/07/2017 To 16/07/2020,Live,MIT CLUB OF SINGAPORE SCHOLARSHIP FUND,Education,Registered,T12CC0008E,Not applicable
53 MARINE TERRACE #01-227 MARINE TERRACE HAVEN Singapore 440053,01/09/2008,From 01/09/2015 To 31/08/2018,Live,MONTFORT CARE,Social and Welfare,Registered,200814118E,http://www.montfortcare.org.sg
1 JALAN BILAL Singapore 468854,24/06/2011,From 05/07/2016 To 04/07/2018,Live,MORAL HOME FOR THE AGED SICK LIMITED,Health,Registered,201014368N,http://chkmps.org.sg
4 LORONG LOW KOON NATIVITY PARISH CENTRE Singapore 536450,31/08/2016,From 01/10/2016 To 30/09/2018,Live,MORNING STAR COMMUNITY SERVICES LTD.,Social and Welfare,Registered,201617675H,www.morningstar.org.sg
800 Margaret Drive Singapore 149310,16/04/1984,From 01/10/2016 To 30/09/2019,Live,Movement for the Intellectually Disabled of Singapore (MINDS),Social and Welfare,Registered,S62SS0075C,http://www.minds.org.sg
10 EUNOS CRESENT #01-2711 HOUSING ESTATE Singapore 400010,30/04/2013,From 01/11/2016 To 30/04/2018,Live,MUHAMMADIYAH HEALTH & DAY CARE CENTER,Health,Registered,T13CC0002A,http://www.muhammadiyah.org.sg
58 Bedok North Street 3 Singapore 469624,16/11/1989,From 01/10/2017 To 30/09/2019,Live,MUHAMMADIYAH WELFARE HOME,Social and Welfare,Registered,S89CC0701L,http://mwh.muhammadiyah.org.sg
9 BISHAN PLACE #06-04 JUNCTION 8 SHOPPING CENTRE Singapore 579837,26/06/2002,From 12/07/2016 To 11/07/2019,Live,MUSCULAR DYSTROPHY ASSOCIATION (SINGAPORE),Health,Registered,T00SS0094D,http://www.mdas.org.sg
20 SHAW ROAD #05-05 CHING SHINE INDUSTRIAL BUILDING Singapore 367956,26/07/2007,From 14/11/2017 To 13/11/2020,Live,MUSICAL THEATRE LTD.,Arts and Heritage,Registered,200614780G,www.mtl.sg
31 LORONG 12 GEYLANG Singapore 399006,27/11/2015,From 01/12/2017 To 30/11/2018,Live,"Muslim Missionary Society, Singapore - Jamiyah Welfare Fund",Social and Welfare,Registered,T15CC0003G,www.jamiyah.org.sg
10 STIRLING ROAD #14-02 QUEENS Singapore 148954,12/08/2015,From 13/12/2016 To 12/12/2017,Live,My Community,Arts and Heritage,Registered,T10SS0125C,www.mycommunity.org.sg
111 YISHUN RING ROAD #01-375 Singapore 760111,05/02/2009,From 08/01/2017 To 07/01/2020,Live,NAM HONG WELFARE SERVICE SOCIETY,Health,Registered,T07SS0086D,http://www.namhongwelfare.org.sg/
28 ALIWAL STREET #02-09 Singapore 199918,10/04/2015,From 16/04/2017 To 15/01/2018,Live,NAM HWA OPERA LIMITED,Arts and Heritage,Registered,201504648M,www.namhwaopera.com
80 BENCOOLEN STREET Singapore 189655,01/04/2010,From 01/01/2016 To 31/12/2018,Live,NANYANG ACADEMY OF FINE ARTS,Arts and Heritage,Registered,201006523M,http://www.nafa.edu.sg
60 JURONG WEST ST 91 Singapore 649040,03/05/2007,From 28/05/2017 To 31/05/2020,Live,NANYANG CITIZEN'S CONSULTATIVE COMMITTEE WELFARE AND EDUCATION FUND,Community,Registered,T07CC2021C,Not applicable
80 BENCOOLEN STREET Singapore 189655,23/03/1990,From 01/01/2016 To 31/12/2018,Live,NANYANG FINE ARTS FOUNDATION LIMITED,Arts and Heritage,Registered,198904643G,http://www.nafa.edu.sg
180 ANG MO KIO AVENUE 8 NANYANG POLYTECHNIC Singapore 569830,,From 01/04/2016 To 31/03/2019,Live,NANYANG POLYTECHNIC EDUCATION FUND,Education,Exempt,T08CC3008E,http://www.nyp.edu.sg
50 NANYANG AVENUE NANYANG TECHNOLOGICAL UNIVERSITY Singapore 639798,12/04/2006,From 01/04/2015 To 31/03/2018,Live,NANYANG TECHNOLOGICAL UNIVERSITY,Education,Registered,200604393R,http://www.ntu.edu.sg
627A ALJUNIED ROAD #08-02 BIZTECH CENTRE Singapore 389842,15/04/1985,From 05/12/2017 To 04/12/2018,Live,National Arthritis Foundation,Health,Registered,S84SS0010J,http://www.naf.org.sg
90 GOODMAN ROAD #03-32 GOODMAN ARTS CENTRE Singapore 439053,31/10/1986,From 01/10/2017 To 30/09/2019,Live,"National Book Development Council of Singapore, The",Arts and Heritage,Registered,S68SS0042H,http://www.bookcouncil.sg
28 Irrawaddy Road #04-00 New Phoenix Park Tower Z PA Dept Police HQ Singapore 329560,28/11/1984,From 28/05/2017 To 27/05/2020,Live,National Crime Prevention Council,Others,Registered,S81SS0085J,http://www.ncpc.org.sg
62 Hill Street Central Fire Station Singapore 179367,30/09/1986,From 29/06/2015 To 28/06/2018,Live,National Fire and Civil Emergency Preparedness Council (NFEC),Others,Registered,S86SS0064F,http://www.nfec.org.sg
1 ST. ANDREW'S ROAD #01-01 NATIONAL GALLERY SINGAPORE Singapore 178957,07/01/2010,From 14/11/2015 To 30/11/2018,Live,NATIONAL GALLERY SINGAPORE,Arts and Heritage,Registered,200900977G,http://www.nationalgallery.sg
3 FUSIONOPOLIS LINK #03-08 NEXUS @ONE-NORTH Singapore 138543,14/02/2017,From 14/02/2017 To 13/02/2018,Live,NATIONAL HEALTHCARE GROUP FUND LIMITED,Health,Registered,201623926M,Not applicable
61 STAMFORD ROAD #03-08 STAMFORD COURT Singapore 178892,01/08/2003,From 01/08/2017 To 31/07/2020,Live,NATIONAL HERITAGE FUND,Arts and Heritage,Registered,T03CC1717K,http://www.nhb.gov.sg
1 MANDALAY ROAD NATIONAL SKIN CENTRE Singapore 308205,06/03/2000,From 01/01/2018 To 31/12/2018,Live,NATIONAL SKIN CENTRE HEALTH ENDOWMENT FUND,Health,Registered,T00CC1423K,Not applicable
21 LOWER KENT RIDGE ROAD Singapore 119077,11/04/2006,From 01/04/2015 To 31/03/2018,Live,NATIONAL UNIVERSITY OF SINGAPORE,Education,Registered,200604346E,http://nus.edu.sg
6 EU TONG SEN STREET #04-88 THE CENTRAL Singapore 059817,06/11/2008,From 05/11/2016 To 04/05/2019,Live,NATIONAL VOLUNTEER AND PHILANTHROPY CENTRE,Others,Registered,200817256W,http://www.nvpc.org.sg
151 LORONG CHUAN #06-01B NEW TECH PARK Singapore 556741,12/10/1991,From 01/08/2017 To 31/01/2019,Live,"National Youth Achievement Award Association, The",Others,Registered,S91SS0104L,http://www.nyaa.org/finance.htm
510 Geylang Road #02-05 The Sunflower Singapore 389466,19/02/2008,From 01/09/2017 To 31/08/2020,Live,Nature Society (Singapore),Others,Registered,S61SS0142H,https://www.nss.org.sg
11 HOSPITAL DRIVE Singapore 169610,19/08/2005,From 19/08/2017 To 18/08/2019,Live,NCC RESEARCH FUND,Health,Registered,T05CC1897G,http://www.nccs.com.sg
170 GHIM MOH ROAD #01-02 ULU PANDAN COMMUNITY CENTRE Singapore 279621,10/05/2003,From 01/05/2013 To 30/04/2018,Live,NCSS CHARITABLE FUND,Social and Welfare,Registered,T03CC1692B,http://www.ncss.org.sg
30 YISHUN ST 81 NEE SOON SOUTH COMMUNITY CLUB Singapore 768455,14/11/1988,From 01/04/2017 To 31/03/2020,Live,NEE SOON SOUTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S88CC0604C,http://www.pa.gov.sg
70 upper Aljunied Road Singapore 367884,19/01/2005,From 01/11/2017 To 31/07/2020,Live,Neighbour Ring Community Services,Social and Welfare,Registered,T03SS0118J,Not applicable
6 Stadium Boulevard Singapore 397797,04/10/2010,From 01/04/2015 To 31/03/2018,Live,Netball Singapore,Sports,Registered,S63SS0051C,http://www.netball.org.sg
11 JALAN UBI #01-01 KEMBANGAN-CHAI CHEE COMMUNITY HUB BLOCK 1 Singapore 409074,01/02/2007,From 10/02/2017 To 09/08/2018,Live,"New Charis Mission, The",Social and Welfare,Registered,T06SS0166B,http://www.thenewcharismission.org.sg
148 YISHUN STREET 11 #01-123 Singapore 760148,13/10/2004,From 01/11/2015 To 31/10/2018,Live,New Hope Community Services,Social and Welfare,Registered,T04SS0026C,http://www.newhopecs.org.sg
10 JELAPANG ROAD	Singapore 677740,13/08/2001,From 01/07/2015 To 30/06/2018,Live,NEW LIFE COMMUNITY SERVICES,Social and Welfare,Registered,T00SS0057E,http://www.newlife.org.sg
8 SHENTON WAY #21-07 AXA TOWER Singapore 068811,16/04/2015,From 27/10/2017 To 26/10/2018,Live,NEW LIFE STORIES LIMITED,Social and Welfare,Registered,201411304Z,www.newlifestories.org.sg
28 ALIWAL STREET #02-03 Singapore 199918,31/10/2011,From 04/01/2015 To 03/01/2018,Live,NEW OPERA SINGAPORE LTD.,Arts and Heritage,Registered,201114924K,http://www.newoperasingapore.sg
535 CLEMENTI ROAD Singapore 599489,,From 01/04/2016 To 31/03/2019,Live,NGEE ANN POLYTECHNIC FUND,Education,Exempt,T08CC3009A,http://www.np.edu.sg
28 ALIWAL STREET #03-02 Singapore 199918,10/10/2014,From 14/11/2016 To 13/11/2018,Live,NINE YEARS THEATRE LTD.,Arts and Heritage,Registered,201221584C,nineyearstheatre.com
11 JALAN TAN TOCK SENG Singapore 308433,08/05/2006,From 15/05/2017 To 14/05/2019,Live,NNI HEALTH RESEARCH ENDOWMENT FUND,Health,Registered,T06CC1963D,Not applicable
42 CAIRNHILL ROAD #02-01 TAN CHIN TUAN MANSION Singapore 229661,09/05/2016,From 08/08/2017 To 07/08/2019,Live,NOAH'S ARK COMPANION ANIMAL RESCUE & EDUCATION SOCIETY,Others,Registered,T05SS0171L,www.noahsarkcares.blogspot.com
151 TOWNER ROAD NORTHLIGHT SCHOOL Singapore 327830,25/06/2007,From 21/05/2016 To 20/05/2019,Live,NORTHLIGHT SCHOOL,Education,Registered,200615271H,http://www.nls.edu.sg
1 MARINA BOULEVARD #10-01 NTUC CENTRE Singapore 018989,12/02/1999,From 28/04/2017 To 27/04/2019,Live,NTUC EDUCATION AND TRAINING FUND,Others,Registered,S99CC1354K,http://www.ntuc.org.sg
"1 Marina Boulevard #10-01 NTUC Centre, One Marina Boulevard Singapore 018989",01/11/2009,From 01/11/2016 To 31/10/2019,Live,NTUC-U CARE FUND,Social and Welfare,Registered,T09CC0008D,http://www.ntuc.org.sg/ucare
1E KENT RIDGE ROAD #13 NUHS Tower Block Singapore 119228,10/08/2001,From 01/04/2016 To 31/03/2018,Live,NUH HEALTH RESEARCH ENDOWMENT FUND,Health,Registered,T01CC1516L,http://www.nuhs.edu.sg
1E KENT RIDGE ROAD #13-00 Singapore 119228,14/05/2012,From 14/05/2017 To 13/05/2020,Live,NUHS FUND LIMITED,Health,Registered,201203593Z,Not applicable
21 LOWER KENT RIDGE ROAD Singapore 119077,17/02/2005,From 16/06/2017 To 15/06/2020,Live,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,Education,Registered,200500354G,Not applicable
2 ORCHARD LINK #04-04 SCAPE Singapore 237978,19/04/2010,From 21/11/2017 To 20/05/2018,Live,O SCHOOL LTD.,Arts and Heritage,Registered,200905934E,http://www.oschool.com.sg
28 ALIWAL STREET #03-08 Singapore 199918,10/12/2002,From 02/04/2017 To 01/04/2019,Live,ODYSSEY DANCE THEATRE LTD,Arts and Heritage,Registered,200107383N,http://www.odysseydancetheatreltd.com
90 GOODMAN ROAD #05-09 GOODMAN ARTS CENTRE Singapore 439053,08/05/2015,From 01/01/2017 To 31/12/2018,Live,OH OPEN HOUSE LIMITED,Arts and Heritage,Registered,201427191H,Not applicable
5 Upper Boon Keng Road #02-10 Singapore 380005,07/09/2004,From 01/04/2016 To 30/06/2018,Live,O'Joy Care Services,Social and Welfare,Registered,T04SS0047J,http://www.ojoy.org
8 NEW INDUSTRIAL ROAD #04-04B LHK 3 BUILDING Singapore 536200,12/11/2010,From 01/08/2017 To 31/07/2019,Live,ONE HOPE CENTRE,Social and Welfare,Registered,T04SS0143E,http://www.onehopecentre.org
381 Toa Payoh Lorong 1 OnePeople.sg Singapore 319758,27/11/2008,From 01/10/2015 To 30/09/2018,Live,OnePeople.sg,Others,Registered,T08SS0160C,http://www.onepeople.sg
35 ROCHESTER DRIVE #03-08/15 THE ROCHESTER Singapore 138639,12/03/2009,From 14/04/2017 To 13/04/2018,Live,OPERAVIVA LIMITED,Arts and Heritage,Registered,200809663K,http://www.operaviva.com.sg
15 HOE CHIANG ROAD #26-02 TOWER FIFTEEN Singapore 089316,01/11/2010,From 18/05/2017 To 17/11/2018,Live,ORCHESTRA OF THE MUSIC MAKERS LTD.,Arts and Heritage,Registered,201002361G,https://www.orchestra.sg/
27 UBI ROAD 4 #06-01 Singapore 408618,30/04/2015,From 15/04/2017 To 14/04/2019,Live,PANGDEMONIUM THEATRE COMPANY LTD.,Arts and Heritage,Registered,201229915M,www.pangdemonium.com
57B NEW UPPER CHANGI ROAD #1-1402 BEDOK SOUTH AREA OFFICE Singapore 463057,25/07/2002,From 24/07/2016 To 23/07/2020,Live,PAP COMMUNITY FOUNDATION - CHARITY DIVISION,Social and Welfare,Registered,T02CC1585L,http://www.pcf.org.sg
191 BISHAN STREET 13 #01-415 Singapore 570191,28/01/2000,From 01/12/2016 To 30/11/2018,Live,Parkinson Society Singapore,Health,Registered,S96SS0203J,http://www.parkinson.org.sg
44 TEBAN GARDENS ROAD #01-407 Singapore 600044,16/07/2003,From 01/03/2017 To 31/08/2018,Live,PASIR PANJANG HILL COMMUNITY SERVICES CENTRE,Social and Welfare,Registered,T02SS0222B,http://www.pphcsc.org
1 PASIR RIS DRIVE #01-08 PASIR RIS CONSTITUENCY OFFICE Singapore 519457,25/04/2007,From 15/11/2017 To 31/12/2020,Live,PASIR RIS EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2015D,Not applicable
93 PASIR RIS DRIVE 3 Singapore 519498,27/04/1998,From 29/01/2014 To 28/01/2019,Live,PASIR RIS WEST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S98CC1310A,Not applicable
211 ANG MO KIO AVE 3 #01-1446 Singapore 560211,11/10/2002,From 01/12/2017 To 31/08/2020,Live,PAVE,Social and Welfare,Registered,T02SS0100J,http://www.pave.org.sg
207 Hougang Street 21 Singapore 530207,08/04/1991,From 15/11/2017 To 31/12/2020,Live,PAYA LEBAR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S91CC0799J,Not applicable
9 KING GEORGE'S AVENUE PEOPLE'S ASSOCIATION Singapore 208581,,From 01/04/2017 To 31/03/2022,Live,PEOPLE'S ASSOCIATION - (COMMUNITY DEVELOPMENT COUNCIL PROJECT FUND MANAGEMENT COMMITTEE),Social and Welfare,Exempt,T07CC3010D,http://www.pa.gov.sg
9 KING GEORGE'S AVENUE PEOPLE'S ASSOCIATION Singapore 208581,,From 01/04/2017 To 31/03/2022,Live,PEOPLE'S ASSOCIATION COMMUNITY CENTRES/CLUBS BUILDING FUND,Community,Exempt,T07CC3021E,Not applicable
9 KING GEORGE'S AVENUE PEOPLE'S ASSOCIATION Singapore 208581,,From 01/06/2017 To 31/05/2022,Live,PEOPLE'S ASSOCIATION COMMUNITY DEVELOPMENT FUND,Community,Exempt,T07CC3011L,Not applicable
1 Eunos Crescent #01-2509 Singapore 400001,30/12/1988,From 01/01/2017 To 31/12/2018,Live,Persatuan Pemudi Islam Singapura (PPIS),Social and Welfare,Registered,S64SS0011K,http://www.ppis.sg
606 Bedok Reservoir Road #01-736 Singapore 470606,02/12/1983,From 01/11/2016 To 30/04/2018,Live,Persatuan Persuratan Pemuda Pemudi Melayu (Malay Youth Literary Association),Social and Welfare,Registered,S48SS0014A,http://www.4pm.org.sg/
1 JOO CHIAT ROAD #04-1001 JOO CHIAT COMPLEX Singapore 420001,17/02/1984,From 01/01/2017 To 31/12/2019,Live,PERTAPIS EDUCATION AND WELFARE CENTRE,Social and Welfare,Registered,S71SS0014H,http://www.pertapis.org.sg
60 JURONG WEST CENTRAL 3 #1-01 #01-01 Singapore 648346,12/12/2002,From 01/04/2013 To 31/03/2018,Live,PIONEER CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T02CC1640B,http://WWW.PA.GOV.SG
273 THOMSON ROAD #02-03 NOVENA GARDENS Singapore 307644,11/08/2014,From 01/12/2017 To 30/11/2018,Live,PLAYEUM LTD.,Arts and Heritage,Registered,201333807K,www.playeum.com
6 POTONG PASIR AVENUE 2 POTONG PASIR COMMUNITY CLUB Singapore 358361,29/06/2006,From 01/06/2013 To 31/05/2018,Live,POTONG PASIR CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T06CC1973J,Not applicable
89 Short Street #08-08 Golden Wall Centre Singapore 188216,28/02/1985,From 01/07/2017 To 30/06/2019,Live,Presbyterian Community Services,Social and Welfare,Registered,S75SS0022H,http://www.pcs.org.sg
61 Stamford Road #03-08 Stamford Court Singapore 178892,21/03/2003,From 01/01/2016 To 31/12/2017,Live,PRESERVATION OF MONUMENTS FUND,Arts and Heritage,Registered,T03CC1669C,http://www.nhb.gov.sg/psm
151 Bukit Batok Street 11 #03-248 Singapore 650151,28/02/2003,From 01/08/2016 To 31/07/2018,Live,Promisedland Community Services,Social and Welfare,Registered,T02SS0212H,www.promisedland.org.sg
10 Lorong 9 Geylang Singapore 388758,09/03/1993,From 01/07/2017 To 30/06/2018,Live,Public Free Clinic Society,Health,Registered,S95SS0069F,http://www.publiclinictcm.com.sg
602 Punggol Central #01-02 Singapore 820602,07/03/2012,From 26/06/2017 To 31/05/2020,Live,Punggol Coast CCC Community Development and Welfare Fund,Community,Registered,T12CC0002G,Not applicable
193 RIVERVALE DRIVE #01-787 Singapore 540193,25/04/2007,From 28/05/2017 To 31/05/2020,Live,PUNGGOL EAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2010B,Not applicable
80 Punggol Field #01-01 Singapore 828815,24/04/2007,From 01/05/2016 To 30/04/2018,Live,PUNGGOL NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T07CC2007B,Not applicable
308A PUNGGOL WALK #01-402 Singapore 821308,12/08/2016,From 01/06/2017 To 31/05/2020,Live,Punggol West CCC Community Development and Welfare Fund,Community,Registered,T16CC0004H,www.facebook.com/PWCDWF
20 MCCALLUM STREET #15-01 TOKIO MARINE CENTRE Singapore 069046,15/01/2016,From 17/02/2017 To 16/02/2018,Live,QUANTEDGE FOUNDATION (SINGAPORE) LTD.,Others,Registered,201532866G,www.quantedge.org
365 COMMONWEALTH AVENUE QUEENSTOWN COMMUNITY CTR Singapore 149732,01/07/1989,From 01/04/2015 To 31/03/2018,Live,QUEENSTOWN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S89CC0668L,http://www.pa.gov.sg
1 TELOK BLANGAH CRESCENT RADIN MAS COMMUNITY CLUB Singapore 098915,18/06/1986,From 01/04/2015 To 31/03/2018,Live,RADIN MAS CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,S86CC0339D,http://www.pa.gov.sg
10 WOODLANDS DRIVE 17 MASJID YUSOF ISHAK Singapore 737740,10/07/2009,From 23/11/2017 To 22/11/2019,Live,RAHMATAN LIL ALAMIN FOUNDATION LTD.,Others,Registered,200910530Z,Not applicable
501 MARGARET DRIVE Singapore 149306,03/12/1992,From 01/01/2018 To 31/12/2020,Live,"RAINBOW CENTRE, SINGAPORE",Social and Welfare,Registered,S92SS0061A,http://www.rainbowcentre.org.sg
179 BARTLEY ROAD Singapore 539784,28/06/1989,From 01/10/2017 To 30/09/2018,Live,"RAMAKRISHNA MISSION-BOYS' HOME, THE",Social and Welfare,Registered,S89CC0666H,http://www.rkmbh.org.sg
15 HOE CHIANG ROAD #26-02 TOWER FIFTEEN Singapore 089316,30/06/2016,From 07/04/2017 To 06/04/2018,Live,RAW MOVES LTD.,Arts and Heritage,Registered,201101201D,www.rawmoves.net
187 BISHAN STREET 13 #01-475 Singapore 570187,20/09/1999,From 01/10/2015 To 31/10/2018,Live,REACH COMMUNITY SERVICES SOCIETY,Social and Welfare,Registered,S98SS0144L,http://www.reach.org.sg
170 UPPER BUKIT TIMAH ROAD #05-32 BUKIT TIMAH SHOPPING CENTRE Singapore 588179,15/04/1993,From 24/04/2017 To 23/04/2018,Live,Realm of Tranquility,Social and Welfare,Registered,S81SS0064C,http://www.realmoftranquility.com
71 IRRAWADDY ROAD Singapore 329562,08/11/2010,From 16/11/2015 To 15/11/2018,Live,REN CI HOSPITAL,Health,Registered,201018593M,http://www.renci.org.sg
9 WOODLANDS AVENUE 9 REPUBLIC POLYTECHNIC Singapore 738964,15/11/2003,From 01/04/2016 To 31/03/2019,Live,Republic Polytechnic Education Fund,Education,Registered,T03CC1740J,http://www.rp.edu.sg/sponsorships.aspx
2 Balestier Road #03-679 Singapore 320002,09/01/2004,From 01/11/2015 To 31/10/2018,Live,Restroom Association (Singapore),Others,Registered,S98SS0167J,http://www.toilet.org.sg
5 Jalan Mashhor RDA Centre Singapore 299174,27/07/1987,From 01/01/2017 To 31/12/2019,Live,Riding for the Disabled Association of Singapore,Social and Welfare,Registered,S82SS0081H,http://www.rdasingapore.org
6 LOYANG BESAR CLOSE Singapore 509026,01/09/2007,From 01/09/2016 To 28/02/2019,Live,RIVERLIFE COMMUNITY SERVICES LIMITED,Social and Welfare,Registered,200711586W,http://www.rcs.org.sg
9 Bishan Place #08-02 Junction 8 Shopping Centre Singapore 579837,28/10/1999,From 01/07/2016 To 30/06/2019,Live,RSVP Singapore The Organisation of Senior Volunteers,Social and Welfare,Registered,S99SS0039L,http://www.rsvp.org.sg
120 LOWER DELTA ROAD #04-10 CENDEX CENTRE Singapore 169208,10/01/2012,From 14/09/2017 To 13/09/2018,Live,S M JALEEL FOUNDATION LTD.,Social and Welfare,Registered,201009329W,Not applicable
5 DEPOT ROAD #06-09 DEFENCE TECHNOLOGY BUILDING Singapore 109681,09/10/2013,From 01/10/2017 To 31/03/2020,Live,SAF CARE FUND,Social and Welfare,Registered,201323131D,https://www.mindef.gov.sg/imindef/safcarefund.html
1 JURONG WEST CENTRAL 2 #06-04 JURONG POINT SHOPPING CENTRE Singapore 648886,01/07/2008,From 01/06/2017 To 31/05/2019,Live,SAGE COUNSELLING CENTRE,Social and Welfare,Registered,T08SS0025E,http://www.sagecc.org.sg
1 THOMSON HILLS DRIVE THOMSON HILLS ESTATE Singapore 574746,22/06/1996,From 08/11/2016 To 07/11/2018,Live,SALEM WELFARE SERVICES LTD,Health,Registered,199508102H,http://www.salemwelfareservices.org.sg/
20 BISHAN STREET 22 THE SALVATION ARMY Singapore 579768,,From 01/07/2016 To 30/06/2019,Live,"SALVATION ARMY, THE",Social and Welfare,Exempt,T07CC3012G,http://sg.salvationarmy.org
10 CANTONMENT CLOSE #01-01 MULTI STOREY CAR PARK Singapore 080010,26/09/1983,From 01/10/2016 To 30/09/2019,Live,Samaritans of Singapore,Social and Welfare,Registered,S69SS0047D,http://www.sos.org.sg
30 HONG SAN TERRACE HOME @ HONG SAN Singapore 688246,23/11/1989,From 01/11/2017 To 30/04/2018,Live,SASCO SENIOR CITIZENS' HOME,Social and Welfare,Registered,S89CC0702G,http://www.giventake.sg
2 BUANGKOK GREEN PELANGI VILLAGE Singapore 539749,25/04/1996,From 01/11/2017 To 30/04/2020,Live,SATHYA SAI SOCIAL SERVICE (SINGAPORE),Social and Welfare,Registered,S96SS0160E,http://www.4s.org.sg/
4 SHENTON WAY #08-05 SGX CENTRE II Singapore 068807,29/08/1989,From 01/10/2017 To 31/12/2019,Live,SAWL SCHOLARSHIP FUND,Social and Welfare,Registered,S89CC0680J,tatsawlfund.org
"1 TECHNOLOGY DRIVE SCH OF SCIENCE AND TECH, S'PORE Singapore 138572",23/04/2009,From 07/12/2017 To 06/12/2019,Live,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",Education,Registered,200903483M,http://www.sst.edu.sg
15 Science Centre Road Science Centre Singapore Singapore 609081,,From 01/04/2016 To 31/03/2019,Live,SCIENCE CENTRE BOARD SPONSORSHIP FUND,Education,Exempt,T08CC3014D,http://www.science.edu.sg
96 Waterloo Street Singapore 187967,01/11/2009,From 01/11/2017 To 31/10/2019,Live,SCWO-Service Fund,Social and Welfare,Registered,T09CC0010H,http://www.scwo.org.sg
96 WATERLOO ST SCWO CENTRE Singapore 187967,19/01/2000,From 01/02/2016 To 31/01/2019,Live,SCWO-Star Shelter,Social and Welfare,Registered,T00CC1406K,http://www.scwo.org.sg
7 Maxwell Road #05-03 MND Building Annexe B Singapore 069111,08/05/2015,From 06/08/2016 To 05/08/2018,Live,Securities Investors Association (Singapore),Others,Registered,S99SS0111B,www.sias.org.sg
2125 SEMBAWANG ROAD Singapore 758528,15/03/2006,From 01/06/2015 To 31/05/2018,Live,SEMBAWANG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Community,Registered,T06CC1941B,http://www.pa.gov.sg
326 SEMBAWANG CRESCENT #01-52 Singapore 750326,26/09/2011,From 01/04/2016 To 31/03/2019,Live,Sembawang Family Service Centre,Social and Welfare,Registered,T11SS0143D,http://sfsc.org.sg
2 Sengkang Square #01-01 Sengkang Community Hub Singapore 545025,24/09/2007,From 01/09/2016 To 31/08/2018,Live,Sengkang Central CCC Community Development and Welfare Fund,Community,Registered,T07CC2053K,Not applicable
458 HOUGANG AVE 10 #1-405 Singapore 530458,06/10/1999,From 01/04/2015 To 31/03/2018,Live,Sengkang South CCC Community Development and Welfare Fund,Community,Registered,S99CC1387B,http://www.pa.gov.sg
