balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,category_id,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,index,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_setor,uen
"74,350","4,915,349",0,0,0,"195,466","83,107","5,268,272",0,"5,268,272",0,"4,552,524","4,552,524","465,417","250,331","715,748","295,654",28,"2,407,634",0,"2,407,634",0,"116,416","2,524,050",Jan 2015 - Dec 2015,Late,fy2,MORAL HOME FOR THE AGED SICK LIMITED,0,0,61,"1,327,880","100,008",Health,"95,569","222,927","318,496",0,0,0,"270,305",0,"342,209","2,590,997","3,522,007",Nursing Home,201014368N
"311,659","3,364,693",0,0,"308,196","8,887","102,033","4,095,468",0,"4,095,468",0,"3,554,567","3,554,567","245,247","295,654","540,901","295,653",28,"110,466",0,"110,466",0,"2,324,944","2,435,410",Jan 2014 - Dec 2014,Late,fy3,MORAL HOME FOR THE AGED SICK LIMITED,0,0,59,"1,226,883","100,008",Health,"266,975","173,510","440,485",0,0,0,"294,271",0,"2,865,056",0,"3,599,812",Nursing Home,201014368N
"601,857","10,927,127",0,0,0,"146,058","1,745,982","13,421,024","264,959","13,421,024","3,110,301","11,293,929","7,918,669","1,808,537","318,558","2,127,095",0,28,"8,009,507",0,"8,009,507",0,0,"8,009,507",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE CHRISTIAN HOME,0,0,146,"4,654,090",0,Health,"61,977","251,820","313,797","58,573",0,"58,573","5,288,498","82,457","11,851","2,869,614","8,624,790",Nursing Home,S77SS0040C
"692,760","10,468,734",0,0,0,"207,113","830,861","12,199,468","260,000","12,199,468","2,917,578","10,480,964","7,303,386","1,348,819","369,685","1,718,504","260,000",28,"7,188,226",0,"7,188,226","50,949",0,"7,239,175",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE CHRISTIAN HOME,0,8.91,163,"4,322,239",0,Health,"119,240","452,790","572,030","100,973",0,"100,973","5,415,139","33,210","14,702","3,237,026","9,373,080",Nursing Home,S77SS0040C
"571,763","8,991,633",0,0,0,0,"1,076,895","10,640,291",0,"10,640,291","3,031,775","8,201,256","5,169,481","1,766,030","673,005","2,439,035",0,28,"6,156,250",0,"6,156,250","11,145","103,816","6,271,211",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE CHRISTIAN HOME,0,5.11,151,"3,593,215",0,Health,"76,268","141,694","217,962","43,029",0,"43,029","4,758,778","4,964","12,930","2,730,025","7,767,688",Nursing Home,S77SS0040C
"368,630","21,303,821",0,"505,000","6,943,019","337,576","1,172,979","30,631,025",0,"30,631,025","2,857,377","21,433,772","18,576,395","9,197,253",0,"9,197,253","10,559",28,"13,607,918",0,"13,607,918","7,789",0,"13,615,707",Apr 2016 - Mar 2017,Received,fy1,Society for The Aged Sick,0,7,270,"7,511,530",0,Health,"39,588","384,980","424,568","248,912",0,"248,912","8,445,434","273,832","2,150,802","2,265,825","13,809,373",Nursing Home,S68SS0022J
"295,909","18,769,204",0,"1,521,785","8,861,738","404,103","1,152,409","31,005,148",0,"31,005,148",0,"21,237,141","21,237,141","960,893","8,807,114","9,768,007",0,28,"11,706,265",0,"11,706,265","16,653",0,"11,722,918",Apr 2015 - Mar 2016,Received,fy2,Society for The Aged Sick,0,30,249,"6,323,296",0,Health,"110,949","569,662","680,611","263,781",0,"263,781","7,182,297","58,908","3,442,811","1,987,522","13,615,930",Nursing Home,S68SS0022J
"191,339","17,261,594",0,"1,532,550","10,546,366","270,922","948,663","30,751,434",0,"30,751,434","7,748,385","19,355,969","11,607,584","1,002,509","10,392,956","11,395,465",0,28,"10,240,556",0,"10,240,556","14,726",0,"10,255,282",Apr 2014 - Mar 2015,Received,fy3,Society for The Aged Sick,0,30,233,"5,066,171",0,Health,"98,197","518,878","617,075","269,222",0,"269,222","6,056,066","58,750","2,723,013","2,015,470","11,739,596",Nursing Home,S68SS0022J
"104,009","9,254,740",0,0,"286,641","144,810","291,735","10,081,935",0,"10,081,935","6,174,599","9,404,156","3,229,557","677,779",0,"677,779",0,28,"2,797,601",0,"2,797,601",0,"813,453","3,611,054",Jan 2016 - Dec 2016,Received,fy1,Thong Teck Home For Senior Citizens,0,0,91,"2,221,378",0,Health,"47,784","137,120","184,904",0,0,0,"3,843,202",0,0,"987,629","5,015,735",Nursing Home,T00SS0072B
"36,914","7,833,696",0,0,"323,337","138,786","243,727","8,576,460",0,"8,576,460","4,897,089","7,999,475","3,102,386","576,985",0,"576,985",0,28,"2,646,853",0,"2,646,853",0,"842,931","3,489,784",Jan 2015 - Dec 2015,Received,fy2,Thong Teck Home For Senior Citizens,0,0,99,"2,043,960",0,Health,"21,101","317,980","339,081",0,0,0,"3,842,412",0,"1,043,212",0,"5,224,705",Nursing Home,T00SS0072B
"71,406","6,030,663",0,0,"360,033","133,044","255,563","6,850,709",0,"6,850,709","3,470,508","6,264,554","2,794,046","586,155",0,"586,155",0,28,"2,579,287",0,"2,579,287",0,"814,275","3,393,562",Jan 2014 - Dec 2014,Late,fy3,Thong Teck Home For Senior Citizens,0,0,104,"1,808,558",0,Health,"31,569","70,740","102,309",0,0,0,"3,453,223",0,"879,484",0,"4,435,016",Nursing Home,T00SS0072B
"3,404,712","2,399,528","2,261",0,0,"149,524","1,352,145","7,308,170",0,"7,308,170",0,"5,481,653","5,481,653","1,826,038",479,"1,826,517",0,29,"6,588,063","17,020","6,605,083",0,"648,345","7,253,428",Apr 2016 - Mar 2017,Received,fy1,Alzheimer's Disease Association,0,0,121,"5,325,332","1,444,277",Health,"370,353","365,166","735,519",0,0,0,"5,199,359","5,568","626,329","1,331,276","7,898,051",Other Community-based Services,S91SS0018J
"2,340,997","2,040,084",0,0,0,"128,017","1,366,128","5,875,226",0,"5,875,226",0,"4,837,030","4,837,030","2,609","1,035,587","1,038,196",0,29,"5,551,290",0,"5,551,290","124,003",0,"5,675,293",Apr 2015 - Mar 2016,Received,fy2,Alzheimer's Disease Association,0,26,103,"3,916,480","955,144",Health,"232,072","179,266","411,338",0,0,0,"4,232,694","4,858","344,439","1,121,236","6,114,565",Other Community-based Services,S91SS0018J
"946,182","2,381,699",0,0,0,"239,680","476,116","4,043,677",0,"4,043,677",0,"3,257,455","3,257,455","781,489","4,733","786,222","167,669",29,"5,550,389",0,"5,550,389","16,438",0,"5,566,827",Apr 2014 - Mar 2015,Received,fy3,Alzheimer's Disease Association,0,0,92,"4,088,047",0,Health,"342,571","344,323","686,894",0,0,0,"4,165,870","3,071","277,776","987,351","6,120,962",Other Community-based Services,S91SS0018J
"153,814","100,974",0,0,"164,569",0,0,"419,357",0,"419,357","12,797","165,276","152,479","102,508","151,573","254,081",0,57,"888,855","25,510","914,365","31,795",0,"946,160",Apr 2016 - Mar 2017,Late,fy1,Animal Concerns Research and Education Society,0,13.1,22,"402,464",0,Others,"186,186","383,182","569,368",0,0,0,0,0,"71,042","94,089","734,499",Animal Welfare,T01SS0121K
"159,168","254,760",0,0,"101,704",0,0,"515,632",0,"515,632","26,281","312,570","286,289","139,112","63,950","203,062",0,57,"828,752",0,"828,752","23,190","83,720","935,662",Apr 2015 - Mar 2016,Received,fy2,Animal Concerns Research and Education Society,"5,088",9.35,21,"522,294",0,Others,"215,000","499,992","714,992",0,0,0,0,0,"24,720","3,270","742,982",Animal Welfare,T01SS0121K
"79,971","425,967",0,0,0,0,"124,590","630,528",0,"630,528",0,"397,001","397,001","140,541","92,986","233,527","220,815",57,"780,784",0,"780,784","27,523","98,543","906,850",Apr 2014 - Mar 2015,Late,fy3,Animal Concerns Research and Education Society,0,23.61,23,"530,594","46,936",Others,"164,205","418,020","582,225",0,0,0,"17,279",0,"88,809","74,020","762,333",Animal Welfare,T01SS0121K
"3,943","734,106",0,0,0,0,"80,325","818,374",0,"818,374",0,"815,374","815,374","3,000",0,"3,000",0,57,"197,231",0,"197,231",0,"76,716","273,947",Jun 2016 - May 2017,Late,fy1,CAUSES FOR ANIMALS (SINGAPORE) LIMITED,0,19.6,0,0,"5,340",Others,"475,296",0,"475,296",0,0,0,0,0,"56,599",0,"531,895",Animal Welfare,201314186Z
"3,897","466,824",0,0,0,0,"89,505","560,226",0,"560,226",0,"557,426","557,426","2,800",0,"2,800",0,57,"218,581",0,"218,581",0,"59,935","278,516",Jun 2015 - May 2016,Received,fy2,CAUSES FOR ANIMALS (SINGAPORE) LIMITED,0,21.4,0,0,0,Others,"464,351",-,"464,351",0,-,0,0,0,"68,772",0,"533,123",Animal Welfare,201314186Z
0,"301,712",0,0,0,"3,607",0,"305,319",0,"305,319","2,500","305,319","302,819",0,0,0,0,57,0,0,0,0,"209,253","209,253",Jun 2014 - May 2015,Late,fy3,CAUSES FOR ANIMALS (SINGAPORE) LIMITED,0,0,0,0,0,Others,"423,156",-,"423,156",0,-,0,0,0,0,0,"423,156",Animal Welfare,201314186Z
"2,483","44,109",0,0,0,0,"9,954","56,546",0,"56,546",0,"41,761","41,761","14,785",0,"14,785",0,57,"327,179","10,526","337,705",0,0,0,0,0,fy3,NOAH'S ARK COMPANION ANIMAL RESCUE & EDUCATION SOCIETY,0,0,3,"66,803","58,473",Others,"47,613","144,615","192,228",0,0,0,0,0,"93,433",0,0,Animal Welfare,T05SS0171L
"142,676","5,148,044","94,092","3,250,815","7,629,282",0,"201,281","16,466,190","3,250,815","16,466,190","7,743,556","16,352,354","5,357,983","113,836",0,"113,836","114,298",57,"1,413,820",0,"1,413,820","79,166","968,979","2,461,965",Jul 2016 - Jun 2017,Received,fy1,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",0,4,34,"1,321,081",0,Others,"737,721","1,846,889","2,584,610","133,193",0,"133,193","42,232","126,298","185,630","106,236","3,178,199",Animal Welfare,S61SS0060B
"233,595","4,051,635","33,728","3,471,429","8,165,668",0,"37,177","15,993,232",0,"15,993,232","11,637,097","15,856,734","4,219,637","136,498",0,"136,498","1,425,743",57,"1,346,742",0,"1,346,742","86,678","655,724","2,089,144",Jul 2015 - Jun 2016,Received,fy2,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",0,16.1,36,"1,250,651",0,Others,"3,137,407","2,053,661","5,191,068",0,"3,341","3,341","62,337","96,688","403,453","103,619","5,860,506",Animal Welfare,S61SS0060B
"151,619","4,902,404","43,042","4,216,349","4,508,039",0,"17,789","13,839,242","4,216,349","13,839,242","1,822,982","12,830,292","6,790,961","1,008,950",0,"1,008,950",0,57,"1,532,738",0,"1,532,738","63,564","428,711","2,025,013",Jul 2014 - Jun 2015,Late,fy3,"SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, SINGAPORE",0,4.94,34,"1,377,565",0,Others,"827,923","2,506,363","3,334,286",0,0,0,"57,382","134,587","305,976","154,156","3,986,387",Animal Welfare,S61SS0060B
"25,189","938,325",0,0,0,0,"74,983","1,038,497",0,"1,038,497",0,"801,848","801,848","184,274","52,375","236,649",0,57,"568,304",0,"568,304","65,891","579,377","1,213,572",Apr 2016 - Mar 2017,Received,fy1,SOSD,0,0.24,9,"280,831","8,384",Others,"435,972","580,316","1,016,288",0,0,0,"3,304","7,884","269,566",0,"1,297,042",Animal Welfare,T12SS0058C
"9,352","822,894",0,0,0,0,"26,280","858,526",0,"858,526",0,"718,378","718,378","134,952","5,196","140,148",0,57,"329,619",0,"329,619","80,339","368,742","778,700",Apr 2015 - Mar 2016,Received,fy2,SOSD,0,8,5,"135,794",0,Others,"546,916","407,031","953,947",0,0,0,"5,992",259,"225,663",0,"1,185,861",Animal Welfare,T12SS0058C
0,"435,547",0,29,0,"23,700",0,"459,276",0,"459,276",0,"373,119","373,119","86,157",0,"86,157",0,57,"480,736",0,"480,736","41,280",0,"522,016",Apr 2014 - Mar 2015,Received,fy3,SOSD,0,6,3,"55,768",0,Others,"673,004",0,"673,004",0,0,0,0,0,0,0,"673,004",Animal Welfare,T12SS0058C
0,"1,529,949",0,0,0,"10,192",0,"1,540,141",0,"1,540,141",0,"1,531,141","1,531,141","9,000",0,"9,000",0,57,"325,599",0,"325,599","3,676","11,788","341,063",Apr 2016 - Mar 2017,Received,fy1,WILDLIFE RESERVES SINGAPORE CONSERVATION FUND,0,2,0,0,0,Others,0,"176,598","176,598",0,0,0,0,"12,590",0,0,"189,188",Animal Welfare,200823204E
"5,300","1,700,522",0,0,0,"3,869",0,"1,709,691",0,"1,709,691",0,"1,683,016","1,683,016","26,675",0,"26,675",0,57,"222,219",0,"222,219","16,741",0,"238,960",Apr 2015 - Mar 2016,Received,fy2,WILDLIFE RESERVES SINGAPORE CONSERVATION FUND,0,8,0,0,"5,300",Others,0,"207,460","207,460",0,0,0,0,"10,051",0,0,"217,511",Animal Welfare,200823204E
"4,344","1,721,127",0,0,0,0,"1,573","1,727,044",0,"1,727,044",0,"1,704,465","1,704,465","22,579",0,"22,579",0,57,"143,278",0,"143,278","1,650","7,766","152,694",Apr 2014 - Mar 2015,Received,fy3,WILDLIFE RESERVES SINGAPORE CONSERVATION FUND,0,0,0,0,0,Others,0,"103,076","103,076",0,0,0,0,"6,669",0,0,"109,745",Animal Welfare,200823204E
"267,694","16,676,160",0,0,0,"805,168","3,125,157","20,874,179",0,"20,874,179",0,"17,734,031","17,734,031","2,938,361","201,787","3,140,148",0,58,"1,078,621",0,"1,078,621",0,"10,841,239","11,919,860",Apr 2016 - Mar 2017,Received,fy1,"*SCAPE CO., LTD.",0,0,34,"2,247,341",0,Others,0,"1,140","1,140",0,0,0,"5,423,195",0,"7,310,881","36,275","12,771,491",Children/Youth,200712761D
"351,510","13,875,197",0,0,0,"3,593,167","3,968,934","21,788,808",0,"21,788,808",0,"16,882,285","16,882,285","4,580,640","325,883","4,906,523",0,58,"1,028,972",0,"1,028,972",0,"10,728,887","11,757,859",Apr 2015 - Mar 2016,Received,fy2,"*SCAPE CO., LTD.",0,0,34,"2,396,017",0,Others,0,"1,725","1,725",0,0,0,"5,578,442",0,"7,958,970","4,618","13,543,755",Children/Youth,200712761D
"417,255","16,173,261",0,0,0,"1,311,712","2,213,923","20,116,151",0,"20,116,151",0,"15,096,389","15,096,389","4,428,929","590,833","5,019,762",0,58,"615,263",0,"615,263","1,041","9,381,075","9,997,379",Apr 2014 - Mar 2015,Received,fy3,"*SCAPE CO., LTD.",0,189,34,"1,582,413",0,Others,620,948,"1,568",0,0,0,"5,759,193",0,"8,216,238","26,944","14,003,943",Children/Youth,200712761D
"4,951","248,932",0,0,0,0,"43,192","297,075",0,"297,075",0,"253,692","253,692","43,383",0,"43,383",0,58,"283,035",0,"283,035","30,158","28,000","341,193",Jan 2016 - Dec 2016,Received,fy1,Blossom World Society,0,14,7,"156,434",0,Others,"414,320","93,491","507,811",0,0,0,"10,544",0,"48,742","18,468","585,565",Children/Youth,T08SS0161K
80,"66,875",0,0,0,"1,380","7,463","75,798",0,"75,798",0,"41,789","41,789","34,009",0,"34,009",0,58,"314,857",0,"314,857",0,0,"314,857",Jan 2014 - Dec 2014,Received,fy3,Blossom World Society,0,0,8,"169,401",0,Others,"185,738",-,"185,738",0,-,0,"11,186",0,"46,158","49,167","292,249",Children/Youth,T08SS0161K
"92,281","2,320,977",0,0,0,"31,655","20,031","2,464,944",0,"2,464,944","64,149","2,336,753","2,272,604","128,191",0,"128,191",0,58,"320,391",0,"320,391","100,853","854,777","1,276,021",Jan 2016 - Dec 2016,Received,fy1,HALOGEN FOUNDATION (SINGAPORE),0,18.12,14,"634,603",0,Others,"247,901","308,827","556,728","44,379",0,"44,379","833,184",0,"49,608","589,634","2,073,533",Children/Youth,200308081M
"69,075","1,720,641",0,0,0,"1,514","36,909","1,828,139",0,"1,828,139","115,999","1,539,241","1,423,242","288,898",0,"288,898",0,58,"296,332",0,"296,332","76,192","714,429","1,086,953",Jan 2015 - Dec 2015,Received,fy2,HALOGEN FOUNDATION (SINGAPORE),0,4.93,11,"497,648",0,Others,"728,880","815,957","1,544,837","56,373",0,"56,373","611,313",0,"35,675","523,912","2,772,110",Children/Youth,200308081M
"68,118",0,0,0,0,751,"28,738","97,607",0,"97,607",0,"-145,916","-145,916","243,523",0,"243,523",0,58,"110,998",0,"110,998","18,683","844,913","974,594",Jan 2014 - Dec 2014,Late,fy3,HALOGEN FOUNDATION (SINGAPORE),0,9.85,12,"509,215",0,Others,"3,000","296,503","299,503",0,0,0,"37,690",0,"115,261","299,748","752,202",Children/Youth,200308081M
"63,661","2,930,715",0,0,0,"46,066","15,344","3,055,786",0,"3,055,786","657,667","2,982,842","2,325,175","72,944",0,"72,944","1,008,823",58,"664,914",0,"664,914",0,"4,900","669,814",Jan 2016 - Dec 2016,Late,fy1,HEARTWARE NETWORK,0,0,14,"496,325",0,Others,"109,110","345,945","455,055",799,0,799,"855,893",0,"91,494","4,655","1,407,896",Children/Youth,T00SS0109G
"76,963","2,215,544",0,0,0,"37,360","19,060","2,348,927",0,"2,348,927","67,185","2,244,760","2,177,575","104,167",0,"104,167",0,58,"714,754",0,"714,754","113,687","5,700","834,141",Jan 2015 - Dec 2015,Received,fy2,HEARTWARE NETWORK,0,23,14,"444,001",0,Others,"54,650","290,578","345,228","8,438",0,"8,438","447,774","23,807","30,329","41,126","896,702",Children/Youth,T00SS0109G
"107,923","2,102,237",0,0,0,"22,313","20,897","2,253,370",0,"2,253,370","132,036","2,182,199","2,050,163","71,171",0,"71,171",0,58,"645,409",0,"645,409","17,471","9,798","672,678",Jan 2014 - Dec 2014,Late,fy3,HEARTWARE NETWORK,0,4.45,16,"436,610",0,Others,"169,596","831,234","1,000,830","3,902",0,"3,902","88,674","14,727","12,961","30,379","1,151,473",Children/Youth,T00SS0109G
"161,978","1,717,327",0,"10,026,079",0,"17,048",0,"11,922,432",0,"11,922,432",0,"11,831,453","11,831,453","90,979",0,"90,979",0,58,0,0,0,0,"237,276","237,276",Jan 2016 - Dec 2016,Received,fy1,LEE KUAN YEW SCHOLARSHIP FUND,0,0,0,0,0,Others,0,0,0,0,0,0,0,"457,976",0,0,"457,976",Children/Youth,199104843M
"163,158","540,999",0,"10,976,372",0,0,0,"11,680,529",0,"11,680,529",0,"11,610,753","11,610,753","69,776",0,"69,776",0,58,0,0,0,0,"250,196","250,196",Jan 2015 - Dec 2015,Received,fy2,LEE KUAN YEW SCHOLARSHIP FUND,0,0,0,0,0,Others,0,"100,000","100,000",0,0,0,0,"337,870",0,0,"437,870",Children/Youth,199104843M
"65,752","138,837",0,"11,177,806",0,"92,628",0,"11,475,023",0,"11,475,023",0,"11,423,079","11,423,079","51,944",0,"51,944",0,58,0,0,0,0,"245,388","245,388",Jan 2014 - Dec 2014,Received,fy3,LEE KUAN YEW SCHOLARSHIP FUND,0,0,0,0,0,Others,0,0,0,0,0,0,0,"494,035",0,0,"494,035",Children/Youth,199104843M
"4,804","4,276,976",0,0,0,290,0,"4,282,070",0,"4,282,070",0,"4,230,453","4,230,453","51,617",0,"51,617",0,58,"438,037",0,"438,037","7,893",0,"445,930",Apr 2016 - Mar 2017,Received,fy1,MARINE PARADE LEADERSHIP FOUNDATION,0,52,4,"189,031",0,Others,"27,008","390,176","417,184",0,0,0,"455,984","12,637","4,852",0,"890,657",Children/Youth,T08CC2092F
0,"1,788,623",0,"2,004,854",0,750,0,"3,794,227",0,"3,794,227",0,"3,785,726","3,785,726","8,501",0,"8,501",0,58,"303,116",0,"303,116","48,008",0,"351,124",Apr 2015 - Mar 2016,Received,fy2,MARINE PARADE LEADERSHIP FOUNDATION,0,15,4,"104,124",0,Others,"86,500","950,950","1,037,450",0,0,0,0,"14,199",354,0,"1,052,003",Children/Youth,T08CC2092F
0,"1,091,096",0,"1,999,240",0,0,0,"3,090,336",0,"3,090,336",0,"3,084,847","3,084,847","5,489",0,"5,489",0,58,"143,773",0,"143,773",0,0,"143,773",Apr 2014 - Mar 2015,Late,fy3,MARINE PARADE LEADERSHIP FOUNDATION,0,0,1,"3,836",0,Others,"93,400","378,577","471,977",0,0,0,0,"60,434",4,"197,903","730,318",Children/Youth,T08CC2092F
"41,587","371,828",0,0,"307,553",0,"17,419","738,387","300,000","738,387",0,"134,526","-165,474","603,861",0,"603,861",0,58,"1,205,200",0,"1,205,200",0,0,"1,205,200",Jan 2016 - Dec 2016,Late,fy1,"National Youth Achievement Award Association, The",0,0,5,"525,458",0,Others,0,"660,000","660,000",0,0,0,0,415,"43,657","478,889","1,182,961",Children/Youth,S91SS0104L
"540,456","304,975",0,0,"318,943",0,"15,422","1,179,796","300,000","1,179,796",0,"156,765","-143,235","1,023,031",0,"1,023,031",0,58,"1,285,209",0,"1,285,209",0,0,"1,285,209",Jan 2015 - Dec 2015,Late,fy2,"National Youth Achievement Award Association, The",0,0,6,"552,686",0,Others,0,"656,928","656,928",0,0,0,0,300,"37,720","518,184","1,213,132",Children/Youth,S91SS0104L
"39,302","423,747",0,"330,333",0,0,"7,481","800,863","300,000","800,863",0,"228,842","-71,158","300,000","272,021","572,021",0,58,"1,193,662","10,000","1,203,662",0,"24,026","1,227,688",Jan 2014 - Dec 2014,Late,fy3,"National Youth Achievement Award Association, The",0,0,6,"495,803",0,Others,0,"755,000","755,000",0,0,0,0,"30,451","4,280","440,939","1,230,670",Children/Youth,S91SS0104L
"14,169","2,558,843",0,"25,186",0,0,0,"2,598,198","2,490,349","2,598,198","15,586","2,505,935",0,"92,263",0,"92,263",0,58,"1,429,114","8,230","1,437,344",0,"396,513","1,833,857",Apr 2016 - Mar 2017,Received,fy1,SINGAPORE TECHNOLOGIES ENDOWMENT PROGRAMME LIMITED,0,0,0,0,0,Others,0,0,0,0,0,0,0,"30,360","8,316",0,"38,676",Children/Youth,199703832N
0,"4,436,190",0,"16,870",0,"7,475",133,"4,460,668","4,293,846","4,460,668","7,270","4,301,116",0,"159,552",0,"159,552",0,58,"1,412,222",0,"1,412,222",0,"335,197","1,747,419",Apr 2015 - Mar 2016,Received,fy2,SINGAPORE TECHNOLOGIES ENDOWMENT PROGRAMME LIMITED,0,0,0,0,0,Others,0,0,0,0,0,0,0,"38,437",0,0,"38,437",Children/Youth,199703832N
0,"6,129,330",0,"10,930",0,"8,981",478,"6,149,719","6,002,828","6,149,719","1,330","6,004,158",0,"145,561",0,"145,561",0,58,"1,761,473",0,"1,761,473",0,"168,908","1,930,381",Apr 2014 - Mar 2015,Received,fy3,SINGAPORE TECHNOLOGIES ENDOWMENT PROGRAMME LIMITED,0,0,0,0,0,Others,0,0,0,0,0,0,0,"35,959",0,0,"35,959",Children/Youth,199703832N
"10,350","185,646",0,0,0,0,339,"196,335",0,"196,335",0,"184,794","184,794","11,541",0,"11,541",0,58,0,0,0,"70,107","240,379","310,486",Jan 2016 - Dec 2016,Late,fy1,SPIRIT OF ENTERPRISE,0,39.65,0,0,0,Others,"27,305","298,940","326,245",378,0,378,0,0,"10,219",0,"336,842",Children/Youth,200301515E
"13,433","221,885",0,0,0,0,0,"235,318",0,"235,318",0,"158,438","158,438","76,880",0,"76,880",0,58,0,0,0,"70,394","312,853","383,247",Jan 2015 - Dec 2015,Late,fy2,SPIRIT OF ENTERPRISE,0,18.9,0,0,0,Others,"121,433","90,000","276,433",0,0,0,0,0,"161,771",0,"373,204",Children/Youth,200301515E
"53,534","135,102",0,0,0,763,14,"189,413",0,"189,413",0,"163,703","163,703","25,710",0,"25,710",0,58,"236,897",0,"236,897","118,190",0,"355,087",Jan 2014 - Dec 2014,Late,fy3,SPIRIT OF ENTERPRISE,0,0,0,0,0,Others,"438,452",0,"318,820",0,0,0,0,0,0,0,"438,452",Children/Youth,200301515E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,fy3,Conservation International Singapore Conservation Trust,0,0,0,0,0,Others,0,0,0,0,0,0,0,0,0,0,0,Environment,T17CC0001C
"20,261","25,956,998",0,0,"32,449","27,295","210,198","26,247,201",0,"26,247,201",0,"11,982,668","11,982,668","14,264,533",0,"14,264,533",0,59,"7,002,975",0,"7,002,975",0,0,"7,002,975",Apr 2016 - Mar 2017,Late,fy1,GARDEN CITY FUND,0,100,0,0,0,Others,"114,449","2,485,878","2,600,327","1,599,374",0,"1,599,374",0,"119,699","99,791","127,986","4,547,177",Environment,T02CC1634C
"161,246","21,594,895",0,0,"34,662","23,103","229,347","22,043,253",0,"22,043,253","14,438,466","14,438,466",0,"7,604,787",0,"7,604,787",0,59,"3,446,969",0,"3,446,969",0,0,"3,446,969",Apr 2015 - Mar 2016,Late,fy2,GARDEN CITY FUND,0,100,0,0,"519,545",Others,"43,698","5,074,478","5,118,176","615,041",0,"615,041",0,"81,505","113,742","137,423","6,065,887",Environment,T02CC1634C
"75,360","15,207,566",0,0,"252,382","11,513",0,"15,546,821",0,"15,546,821",0,"11,819,548","11,819,548","350,746","3,376,527","3,727,273",0,59,"4,247,149",0,"4,247,149",0,0,"4,247,149",Apr 2014 - Mar 2015,Received,fy3,GARDEN CITY FUND,0,0,0,0,0,Others,"109,441","1,345,915","1,455,356","2,557,156",0,"2,557,156",0,"34,120","229,532",0,"4,276,164",Environment,T02CC1634C
"1,840,184","97,324,769",0,0,0,"3,387,829","23,164,180","125,716,962",0,"125,716,962",0,"84,663,675","84,663,675","22,051,506","19,001,781","41,053,287",0,59,"49,691,257","153,766","49,845,023","102,194","59,230,356","109,177,573",Apr 2016 - Mar 2017,Received,fy1,GARDENS BY THE BAY,0,3.24,356,"31,347,373",0,Others,"732,416","5,330,448","6,062,864","706,726",0,"706,726","51,209,165","977,039","72,960,721",0,"131,916,515",Environment,201132829N
"4,166,433","75,015,581",0,0,0,"3,796,709","27,572,058","110,550,781",0,"110,550,781",0,"64,447,648","64,447,648","21,887,221","24,215,912","46,103,133",0,59,"50,514,321",0,"50,514,321","339,502","55,148,993","106,002,816",Apr 2015 - Mar 2016,Received,fy2,GARDENS BY THE BAY,0,8,347,"29,890,752",0,Others,"1,002,007","3,447,934","4,449,941","708,780",0,"708,780","55,863,795","554,306","67,755,832",0,"129,332,654",Environment,201132829N
"12,136,783","46,740,754",0,0,0,"2,864,408","25,421,730","87,163,675",0,"87,163,675",0,"41,117,810","41,117,810","20,443,350","25,602,515","46,045,865",0,59,"42,264,412",0,"42,264,412","334,621","45,538,923","88,137,956",Apr 2014 - Mar 2015,Received,fy3,GARDENS BY THE BAY,0,8,334,"25,478,532",0,Others,"816,851","3,075,192","3,892,043","671,647",0,"671,647","42,968,297","221,889","52,812,212",0,"100,566,088",Environment,201132829N
"4,068","747,249",0,0,"436,615",260,"12,546","1,200,738",0,"1,200,738","105,169","1,162,588","1,057,419","38,150",0,"38,150",0,59,"223,788","5,358","229,146",0,0,"229,146",Jan 2016 - Dec 2016,Received,fy1,Nature Society (Singapore),0,0,2,"105,643",400,Others,"96,548","69,346","165,894",0,0,0,"2,567",378,"19,025","87,122","274,986",Environment,S61SS0142H
