clips_name,Name of Organisation,Type,UEN,IPC Period,Address,Sector,Classification,Activities,date_of_reg,ipc_status,status,website,Neighbour 1 Name of Organisation,Neighbour 1 UEN,Neighbour 1 Sector,Neighbour 1 Classification,Neighbour 2 Name of Organisation,Neighbour 2 UEN,Neighbour 2 Sector,Neighbour 2 Classification,Neighbour 3 Name of Organisation,Neighbour 3 UEN,Neighbour 3 Sector,Neighbour 3 Classification,Neighbour 4 Name of Organisation,Neighbour 4 UEN,Neighbour 4 Sector,Neighbour 4 Classification,Neighbour 5 Name of Organisation,Neighbour 5 UEN,Neighbour 5 Sector,Neighbour 5 Classification,Neighbour 6 Name of Organisation,Neighbour 6 UEN,Neighbour 6 Sector,Neighbour 6 Classification,Neighbour 7 Name of Organisation,Neighbour 7 UEN,Neighbour 7 Sector,Neighbour 7 Classification,Neighbour 8 Name of Organisation,Neighbour 8 UEN,Neighbour 8 Sector,Neighbour 8 Classification,Neighbour 9 Name of Organisation,Neighbour 9 UEN,Neighbour 9 Sector,Neighbour 9 Classification,Neighbour 10 Name of Organisation,Neighbour 10 UEN,Neighbour 10 Sector,Neighbour 10 Classification,Neighbour 11 Name of Organisation,Neighbour 11 UEN,Neighbour 11 Sector,Neighbour 11 Classification,Neighbour 12 Name of Organisation,Neighbour 12 UEN,Neighbour 12 Sector,Neighbour 12 Classification,Neighbour 13 Name of Organisation,Neighbour 13 UEN,Neighbour 13 Sector,Neighbour 13 Classification,Neighbour 14 Name of Organisation,Neighbour 14 UEN,Neighbour 14 Sector,Neighbour 14 Classification,Neighbour 15 Name of Organisation,Neighbour 15 UEN,Neighbour 15 Sector,Neighbour 15 Classification
fei_yue_community_services,Fei Yue Community Services,IPC,S96SS0134G,From 01/10/2015 to 30/09/2018,185 BUKIT BATOK WEST AVENUE 6 #01-187 Singapore 650185,Social and Welfare,"Children/Youth,Community,Disability (Children),Eldercare,Family",1. Adoption and Fostering Services 2. Family Life Education 3. Training Courses 4. Eldercare Services 5. Youth Services 6. Early Intervention Programme 7. Family Resource Centre 8. Research Studies 9. Transnational Family Support Services 10. Volunteer Developmen,18/05/1999,Live,Registered,http://www.fycs.org,Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C,Social and Welfare,"Disability (Adult),Disability (Children)","Catholic Welfare Services, Singapore",S61SS0167J,Social and Welfare,"Community,Disability (Adult),Eldercare,Family",Asian Women's Welfare Association,S70SS0021J,Social and Welfare,"Community,Disability (Children),Eldercare,Family",SPD,S64SS0052D,Social and Welfare,"Disability (Adult),Disability (Children)",Association for Persons with Special Needs,S75SS0058K,Social and Welfare,"Disability (Adult),Disability (Children)",Singapore Children's Society,S62SS0057G,Social and Welfare,"Children/Youth,Family",Methodist Welfare Services,S81SS0088H,Social and Welfare,Community,PERTAPIS EDUCATION AND WELFARE CENTRE,S71SS0014H,Social and Welfare,"Children/Youth,Community,Eldercare",Cerebral Palsy Alliance Singapore,S60SS0003K,Social and Welfare,"Disability (Adult),Disability (Children),Eldercare",Singapore Planned Families Association,S63SS0018K,Social and Welfare,"Children/Youth,Community,Family",COUNSELLING AND CARE CENTRE,S75SS0014F,Social and Welfare,"Children/Youth,Community,Family",TAN EAN KIAM FOUNDATION,195600007Z,Social and Welfare,Community,Breadline Group,S75SS0039G,Social and Welfare,Community,Singapore Anglican Community Services,S75SS0005H,Social and Welfare,"Children/Youth,Community,Eldercare,Family",Adventist Community Services,S60SS0011A,Social and Welfare,Community
caritas_singapore_agape_fund,Caritas Singapore Agape Fund,IPC,T06CC2001K,From 01/02/2018 to 31/07/2020,55 WATERLOO STREET #08-01 Singapore 187954,Social and Welfare,Community,"1. Fundraising. We will continue to expend efforts to build up the common chest for the various Catholic charities and social groups under our umbrella. Charities Week remains our primary fundraising event. In addition, we hope to tap the support of corporates, groups and individuals within and outside the Catholic community through organised fundraising programmes. 2. Grant Making. Funds will be channelled to our member organisations to support their work and programmes. This will be done through a formal grants review process wherein grant applications from members will be duly screened and evaluated by the Finance and Grants Committee and approved by the Boards of Caritas Singapore and Trustees of the Agape Fund. 3. Membership and Capacity Building. Caritas Singapore facilitates networking among our 23 member organisations under our umbrella. We maintain regular contact with them in a structured manner to identify needs and common issues and to coordinate support to meet such needs. 4. Volunteering. Caritas Singapore promotes the spirit of volunteering and facilitates the mobilisation of volunteers in the Catholic community for our member organisations. This is part of our ongoing efforts to engage the Catholic community to serve the poor and those in need. 5. Community Strategy. Caritas Singapore has formulated an overall community landscape and strategy. We will work together with our member organisations to implement new programmes and enhance existing services to better serve community needs. 6. Shared Services and Support. Caritas Singapore seeks to synergise resources across our many Catholic social mission groups, and enhance service delivery through collaboration. We encourage our member organisations to work together. 7. Formation. We will continue to educate and inform the Catholic community on the importance of living out the Christian call in reaching out to those who are less fortunate in the community. 8. Communications: Our web portal, Facebook page and dedicated page in the fortnightly Catholic News publication remain our key communication channels to disseminate our work to our stakeholders. 9. Governance: We continue to uphold good corporate governance in our work and ensure transparencies to our stakeholders. We will also work with our member organisations to review how the Caritas Code of Governance can be adapted for their use. 10. Advocacy. Caritas Singapore work in partnership with our member organisations to help the broader community become more aware of the causes and plight faced by the poor and marginalised. 11. Agape Village. Caritas Singapore embarked on the construction of a one-stop Catholic social services hub which will bring together the resources and services of our 23 social mission groups virtually under one roof to provide integrated, holistic and upstream services for our beneficiaries and anyone in the community that needs help",01/12/2006,Not applicable,Registered,http://www.caritas-singapore.org,"Catholic Welfare Services, Singapore",S61SS0167J,Social and Welfare,"Community,Disability (Adult),Eldercare,Family",Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C,Social and Welfare,"Disability (Adult),Disability (Children)",Asian Women's Welfare Association,S70SS0021J,Social and Welfare,"Community,Disability (Children),Eldercare,Family",Methodist Welfare Services,S81SS0088H,Social and Welfare,Community,Association for Persons with Special Needs,S75SS0058K,Social and Welfare,"Disability (Adult),Disability (Children)","Muslim Missionary Society, Singapore, The",S61SS0055K,Social and Welfare,Community,SPD,S64SS0052D,Social and Welfare,"Disability (Adult),Disability (Children)",Singapore Children's Society,S62SS0057G,Social and Welfare,"Children/Youth,Family","RAINBOW CENTRE, SINGAPORE",S92SS0061A,Social and Welfare,Disability (Children),CARE CORNER SINGAPORE LTD,198105641M,Social and Welfare,"Children/Youth,Community,Eldercare,Family",Cerebral Palsy Alliance Singapore,S60SS0003K,Social and Welfare,"Disability (Adult),Disability (Children),Eldercare",Singapore Anglican Community Services,S75SS0005H,Social and Welfare,"Children/Youth,Community,Eldercare,Family",Persatuan Pemudi Islam Singapura (PPIS),S64SS0011K,Social and Welfare,Community,PERTAPIS EDUCATION AND WELFARE CENTRE,S71SS0014H,Social and Welfare,"Children/Youth,Community,Eldercare",TAN EAN KIAM FOUNDATION,195600007Z,Social and Welfare,Community
association_for_persons_with_special_needs,Association for Persons with Special Needs,IPC,S75SS0058K,From 01/12/2015 to 28/02/2018,900 NEW UPPER CHANGI ROAD Singapore 467354,Social and Welfare,"Disability (Adult),Disability (Children)","The Association for Persons with Special Needs (APSN) is a social service organisation providing special education for persons with mild intellectual disability (IQ 50 – 70) through a holistic approach in the development of academic, vocational and social skills. The Association provides dedicated and specialised educational pathways for ages 7 to 21 through the operation of its 4 Schools; APSN Delta Senior School, APSN Tanglin School, APSN Katong School, and APSN Chaoyang School, while the Centre for Adults provides continued vocational training and preparation for open employment from 17 years old and all the way to adulthood",30/11/1984,Live,Registered,http://www.apsn.org.sg,Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C,Social and Welfare,"Disability (Adult),Disability (Children)",Asian Women's Welfare Association,S70SS0021J,Social and Welfare,"Community,Disability (Children),Eldercare,Family",Singapore Children's Society,S62SS0057G,Social and Welfare,"Children/Youth,Family",SPD,S64SS0052D,Social and Welfare,"Disability (Adult),Disability (Children)","Catholic Welfare Services, Singapore",S61SS0167J,Social and Welfare,"Community,Disability (Adult),Eldercare,Family",Association for Persons with Special Needs,S75SS0058K,Social and Welfare,"Disability (Adult),Disability (Children)",PERTAPIS EDUCATION AND WELFARE CENTRE,S71SS0014H,Social and Welfare,"Children/Youth,Community,Eldercare",Singapore Planned Families Association,S63SS0018K,Social and Welfare,"Children/Youth,Community,Family",COUNSELLING AND CARE CENTRE,S75SS0014F,Social and Welfare,"Children/Youth,Community,Family",Cerebral Palsy Alliance Singapore,S60SS0003K,Social and Welfare,"Disability (Adult),Disability (Children),Eldercare",Methodist Welfare Services,S81SS0088H,Social and Welfare,Community,Breadline Group,S75SS0039G,Social and Welfare,Community,TAN EAN KIAM FOUNDATION,195600007Z,Social and Welfare,Community,Singapore Anglican Community Services,S75SS0005H,Social and Welfare,"Children/Youth,Community,Eldercare,Family",Adventist Community Services,S60SS0011A,Social and Welfare,Community
apex_day_rehabilitation_centre_for_elderly,Apex Day Rehabilitation Centre For Elderly,IPC,S89SS0091D,From 01/12/2015 to 31/08/2018,119 Bukit Merah View #01-85 Singapore 152119,Social and Welfare,Eldercare,"Vegetarian Lunch at Tse Tho Aum Temple International Garden Festival at Suntec Convention National Day Celebration. Lantern Procession cum lunch. Telematch for Senior Maris Stella Hortpark Terminal 3 and Kopitiam for Tea Christmas Joy Ride ( Orchard Road) Several Lunar New year Parties/Ang Pows Marina Barrage (Bay) Singapore Flyer / lunch Recognizing that outing / function is an event that our elderly looks forward to, the Centre aim to organize an outing / function every month. Besides the calendar of events mentioned above, the Centre also organizes other event like Christmas party, which is held at the Centre. All outing activities inclusive of transportation are provided free to our elderly. These are either paid by the Centre or sponsored by Corporation / Institution or individual benevolent donor. We aim to actively seek Corporation / Institution supports as well, so that our elderly would have something different to look forward to every month. This could be in terms of funding or funding in kind (e.g. free entrance to Singapore Zoo and Bird Park) and manpower. Activities that we had were Art Therapy, Cooking, Reminiscence, Arts and Craft games and Music Therapy",11/11/1991,Live,Registered,http://www.apexrehab.org.sg,Singapore Planned Families Association,S63SS0018K,Social and Welfare,"Children/Youth,Community,Family",COUNSELLING AND CARE CENTRE,S75SS0014F,Social and Welfare,"Children/Youth,Community,Family",Singapore Children's Society,S62SS0057G,Social and Welfare,"Children/Youth,Family",Breadline Group,S75SS0039G,Social and Welfare,Community,PERTAPIS EDUCATION AND WELFARE CENTRE,S71SS0014H,Social and Welfare,"Children/Youth,Community,Eldercare",Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C,Social and Welfare,"Disability (Adult),Disability (Children)",Adventist Community Services,S60SS0011A,Social and Welfare,Community,TAN EAN KIAM FOUNDATION,195600007Z,Social and Welfare,Community,SPD,S64SS0052D,Social and Welfare,"Disability (Adult),Disability (Children)",Samaritans of Singapore,S69SS0047D,Social and Welfare,"Community,Support Groups",Cerebral Palsy Alliance Singapore,S60SS0003K,Social and Welfare,"Disability (Adult),Disability (Children),Eldercare",SHINE Children and Youth Services,S76SS0021F,Social and Welfare,Children/Youth,Singapore Anglican Community Services,S75SS0005H,Social and Welfare,"Children/Youth,Community,Eldercare,Family",Asian Women's Welfare Association,S70SS0021J,Social and Welfare,"Community,Disability (Children),Eldercare,Family",Association for Persons with Special Needs,S75SS0058K,Social and Welfare,"Disability (Adult),Disability (Children)"
family_life_society,Family Life Society,IPC,S85SS0018D,From 01/11/2015 to 30/04/2018,2 Highland Road #LG-01 Catholic Archdiocesan Education Centre Singapore 549102,Social and Welfare,Family,"Family Life Society runs the following programmes to benefit families in Singapore: a. Family & Marital counselling, b. Conduct educational programmes for youths & parents; c. Run a Pregnancy Crisis Service for women and teenage girls faced with an unplanned pregnancy; d. Joyful parenting for first-time parents; e. Rachel's Vineyard (post-abortion healing retreat",15/04/1989,Live,Registered,http://www.familylife.sg,Samaritans of Singapore,S69SS0047D,Social and Welfare,"Community,Support Groups",SHINE Children and Youth Services,S76SS0021F,Social and Welfare,Children/Youth,Singapore AntiNarcotics Association,S72SS0018H,Social and Welfare,"Children/Youth,Community,Family,Support Groups",Singapore Association of the Visually Handicapped,S61SS0119J,Social and Welfare,"Disability (Adult),Disability (Children)",Children's Aid Society,S62SS0031K,Social and Welfare,Children/Youth,"SINGAPORE ASSOCIATION FOR THE DEAF, THE",S62SS0061C,Social and Welfare,Disability (Adult),Metropolitan Young Men's Christian Association Of Singapore,S63SS0006B,Social and Welfare,"Children/Youth,Community","BOYS' TOWN, SINGAPORE",S84CC0095A,Social and Welfare,Children/Youth,Chen Su Lan Methodist Children's Home,S68SS0016K,Social and Welfare,"Children/Youth,Disability (Children),Family",Singapore AfterCare Association,S61SS0083L,Social and Welfare,"Children/Youth,Community",Young Women's Christian Association of Singapore,S61SS0075J,Social and Welfare,"Children/Youth,Community,Disability (Adult),Disability (Children),Eldercare,Family","Children's Charities Association of Singapore, The",S66SS0023F,Social and Welfare,Children/Youth,Handicaps Welfare Association,S69SS0057J,Social and Welfare,Disability (Adult),Presbyterian Community Services,S75SS0022H,Social and Welfare,"Children/Youth,Community,Disability (Children),Eldercare",Singapore Planned Families Association,S63SS0018K,Social and Welfare,"Children/Youth,Community,Family"
heb___ashram_halfway_house,HEB - ASHRAM HALFWAY HOUSE,IPC,T09CC0009L,From 01/11/2015 to 30/04/2018,30 DURBAN ROAD Singapore 759642,Social and Welfare,Support Groups,Fund raising activities to fulfil objectives mentioned in the Rules & Regulations HEB-Ashram Halfway Hous,01/11/2009,Live,Registered,http://heb.gov.sg/HEB-Ashram.aspx,HCSA COMMUNITY SERVICES,S97SS0023J,Social and Welfare,"Children/Youth,Community,Eldercare",Fei Yue Community Services,S96SS0134G,Social and Welfare,"Children/Youth,Community,Disability (Children),Eldercare,Family",Foo Hai Buddhist Cultural and Welfare Association,S98SS0092J,Social and Welfare,"Children/Youth,Eldercare",Care for the Elderly Foundation (Singapore),S95SS0134B,Social and Welfare,Eldercare,Metta Welfare Association,S94SS0081K,Social and Welfare,"Children/Youth,Disability (Adult),Disability (Children),Eldercare",ELDERCARE TRUST,T00CC1448L,Social and Welfare,Eldercare,AUTISM ASSOCIATION (SINGAPORE),S92SS0124D,Social and Welfare,"Disability (Adult),Disability (Children)",Autism Resource Centre (Singapore),S99SS0148L,Social and Welfare,"Disability (Adult),Disability (Children)",Life Spring Community Network,S99SS0017J,Social and Welfare,"Children/Youth,Community,Eldercare,Family",FEI YUE FAMILY SERVICE CENTRE,S94SS0031G,Social and Welfare,"Children/Youth,Community,Eldercare,Family,Support Groups",NEW LIFE COMMUNITY SERVICES,T00SS0057E,Social and Welfare,Children/Youth,CHEE HWAN KOG CHILDCARE CENTRE,S93CC0969H,Social and Welfare,Children/Youth,TOUCH COMMUNITY SERVICES LIMITED,200104673R,Social and Welfare,Community,"CHILDCARE AND CHILDREN FUND,THE",S93CC0953E,Social and Welfare,Children/Youth,PAP COMMUNITY FOUNDATION  CHARITY DIVISION,T02CC1585L,Social and Welfare,"Children/Youth,Community,Disability (Children),Eldercare"
footballplus_ltd,FOOTBALLPLUS LTD.,IPC,201329363K,From 14/08/2017 to 13/08/2020,10 LORONG 27A GEYLANG #02-01 Singapore 388107,Sports,"Competitive Sports,Non-NSAs,Others,Youth Sports","Academy - Weekly coaching for children and youth through community based programme. Participants attend training sessions according to their age groups. Training include a football coaching and values curriculum. Dates: Jan - Dec Schools - Weekly school-based football training programmes conducted in schools. Training include a football coaching and values curriculum. Dates: Jan - May, July - Dec Community - Values-based Camps & Tournaments organised for the community to encourage positive character development. Dates: June & Nov Funds are raised through donors, corporate sponsors and fees charged in programmes. Funds raised are disbursed to full-time staff & interns and is also used to subsidize participation in the academy, camps and tournaments for children coming from low-income homes",06/06/2014,Live,Registered,www.footballplus.org,Lawn Bowls Association for the Disabled (Singapore),T04SS0110B,Sports,"Disability Sports,NonNSAs",DEAF SPORTS ASSOCIATION (SINGAPORE),T12SS0228C,Sports,"Competitive Sports,Disability Sports,NonNSAs,Youth Sports",SSP Financial Assistance Fund,T12CC0006B,Sports,NonNSAs,Bowling Association for the Disabled (Singapore),T10SS0077G,Sports,"Disability Sports,NSAs",SINGAPORE ATHLETIC ASSOCIATION,S63SS0015L,Sports,NSAs,"Singapore Cricket Association, The",S65SS0010H,Sports,NSAs,CUESPORTS SINGAPORE,S65SS0011D,Sports,NSAs,Basketball Association of Singapore,S67SS0001J,Sports,NSAs,"SPECIAL OLYMPICS ASIA PACIFIC, LTD.",200906631E,Sports,NonNSAs,Singapore Sailing Federation,S66SS0013A,Sports,NSAs,SINGAPORE NATIONAL PARALYMPIC COUNCIL LTD.,200812207D,Sports,Disability Sports,FOOTBALLPLUS LTD.,201329363K,Sports,"Competitive Sports,NonNSAs,Others,Youth Sports",,,,,,,,,,,,
singapore_national_paralympic_council_ltd,SINGAPORE NATIONAL PARALYMPIC COUNCIL LTD.,IPC,200812207D,From 06/06/2015 to 05/06/2018,3 STADIUM DRIVE #01-34 Singapore 397630,Sports,Disability Sports,"Plans and activities to be carried out since the formation includes: 1) Selecting national athletes with disability to represent Singapore in five major games (Paralympic Games, Commonwealth Games, Asian Para Games, ASEAN Para Games, Asian Youth Para Games) 2) Leading delegations to the above-mentioned games, managing the teams' welfare and games administration 3) Raising and managing funds for participation in above-mentioned games and other programmes / activities 4) Supporting initiatives by the International Paralympic Committee, Asian Paralympic Committee and its affiliates in various means, not restricted to funding and organizing, to promote the Paralympic Movement, including workshops 5) Represent Singapore before the International Paralympic Committee in disability sports, including voting 6) Collaborate with national sporting organizations or sports associations to promote Paralympic sports 7) Facilitate exchanges between Singapore and other countries relevant to disability sports, including administration for other international games 8) Hold sports awards in recognition of athletes with disability Funds will be raised throughout the year via sponsorshipdonation appeals and public fundraising drives. The method of disbursement will be mainly full sponsorship of beneficiaries' participation, payments for any arrangements to facilitate the above-mentioned activities e.g. membership fees to international affiliates allowing Singapore's participation, licensing fees / other needy aspects for athletes with disability (transport / food / equipment) and lastly, the organization of events (fundraising / sports awards)",11/06/2009,Live,Registered,http://www.snpc.org.sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
special_olympics_asia_pacific_ltd,"SPECIAL OLYMPICS ASIA PACIFIC, LTD.",Charity Organisation,200906631E,Not applicable,354 TANGLIN ROAD #01-11/12 TANGLIN INTERNATIONAL CENTRE Singapore 247672,Sports,Non-NSAs,"Special Olympics Asia Pacific intends to raise, hold and distribute funds in Singapore to benefit Special Olympics Programs through and Special Olympics Games Organizing Committees to provide year-round sports training and athletic competition in a variety of Olympic-type sports for children and adults with intellectual disabilities (also known as learning disabilities or mental retardation), giving them continuing opportunities to develop physical fitness, demonstrate courage, experience joy and participate in a sharing of gifts, skills and friendship with their families, other Special Olympics athletes and the community (in Singapore, throughout the Asia Pacific region, and elsewhere as may be permitted by grants, donations, or other sources of revenue received by the Company)",26/11/2009,Not applicable,Registered,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
singapore_athletic_association,SINGAPORE ATHLETIC ASSOCIATION,Charity Organisation,S63SS0015L,Not applicable,3 STADIUM DRIVE #01-33 Singapore 397630,Sports,NSAs,"Promote, arrange & assist in athletic competitions/c'ships/seminars/workshops (To govern, promote & organise athletic activities",01/02/2011,Not applicable,Registered,http://www.singaporeathletics.org.sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
